st_case,veh_no,per_no,race,multrace
250422,1,2,Not a Fatality (not Applicable),No
250422,1,3,Unknown,No
250423,1,1,White,No
250424,1,1,White,No
260001,1,1,Not a Fatality (not Applicable),No
260001,1,2,Not a Fatality (not Applicable),No
260001,2,1,White,No
260002,1,1,White,No
260002,2,1,White,No
260002,2,2,Not a Fatality (not Applicable),No
260003,1,1,White,No
260004,1,1,Not a Fatality (not Applicable),No
260004,2,1,White,No
260005,1,1,Not a Fatality (not Applicable),No
260005,2,1,Not a Fatality (not Applicable),No
260005,2,2,White,No
260006,1,1,White,No
260006,2,1,Not a Fatality (not Applicable),No
260007,1,1,Not a Fatality (not Applicable),No
260007,1,2,White,No
260007,1,3,Not a Fatality (not Applicable),No
260008,1,1,Black or African American,No
260009,0,1,Black or African American,No
260009,1,1,Not a Fatality (not Applicable),No
260009,2,1,Not a Fatality (not Applicable),No
260009,2,2,Not a Fatality (not Applicable),No
260010,0,1,White,No
260010,1,1,Not a Fatality (not Applicable),No
260011,1,1,White,No
260012,1,1,White,No
260013,0,1,White,No
260013,1,1,Not a Fatality (not Applicable),No
260014,1,1,White,No
260015,1,1,White,No
260015,1,2,White,No
260015,1,3,White,No
260015,2,1,Not a Fatality (not Applicable),No
260016,0,1,Black or African American,No
260016,1,1,Not a Fatality (not Applicable),No
260017,1,1,Not a Fatality (not Applicable),No
260017,2,1,White,No
260017,3,1,Not a Fatality (not Applicable),No
260019,1,1,Not a Fatality (not Applicable),No
260019,2,1,Not a Fatality (not Applicable),No
260019,2,2,Black or African American,No
260019,3,1,Not a Fatality (not Applicable),No
260020,1,1,Not a Fatality (not Applicable),No
260020,2,1,White,No
260020,3,1,Not a Fatality (not Applicable),No
260021,0,1,White,No
260021,1,1,Not a Fatality (not Applicable),No
260021,1,2,Not a Fatality (not Applicable),No
260022,1,1,White,No
260022,1,2,Not a Fatality (not Applicable),No
260022,1,3,White,No
260022,1,4,Not a Fatality (not Applicable),No
260022,2,1,Not a Fatality (not Applicable),No
260023,1,1,Not a Fatality (not Applicable),No
260023,2,1,White,No
260023,3,1,Not a Fatality (not Applicable),No
260024,0,1,White,No
260024,1,1,Not a Fatality (not Applicable),No
260025,0,1,Black or African American,No
260025,1,1,Not a Fatality (not Applicable),No
260026,1,1,Other Race,No
260027,1,1,Not a Fatality (not Applicable),No
260027,2,1,White,No
260028,1,1,White,No
260028,2,1,Not a Fatality (not Applicable),No
260028,3,1,Not a Fatality (not Applicable),No
260029,1,1,Black or African American,No
260030,1,1,White,No
260030,1,2,White,No
260031,1,1,White,No
260031,2,1,Not a Fatality (not Applicable),No
260032,0,1,White,No
260032,1,1,Not a Fatality (not Applicable),No
260033,1,1,White,No
260034,1,1,Black or African American,No
260035,1,1,Black or African American,No
260035,2,1,Not a Fatality (not Applicable),No
260036,1,1,White,No
260036,1,2,Not a Fatality (not Applicable),No
260036,2,1,Not a Fatality (not Applicable),No
260036,2,2,Not a Fatality (not Applicable),No
260037,1,1,White,No
260038,0,1,Black or African American,No
260038,1,1,Not a Fatality (not Applicable),No
260039,1,1,White,No
260039,2,1,Not a Fatality (not Applicable),No
260040,0,1,Black or African American,No
260040,1,1,Not a Fatality (not Applicable),No
260041,1,1,White,No
260041,1,2,Not a Fatality (not Applicable),No
260041,2,1,Not a Fatality (not Applicable),No
260042,1,1,Not a Fatality (not Applicable),No
260042,1,2,White,No
260042,2,1,Not a Fatality (not Applicable),No
260043,0,1,White,No
260043,1,1,Not a Fatality (not Applicable),No
260044,1,1,White,No
260045,0,1,White,No
260045,1,1,Not a Fatality (not Applicable),No
260046,1,1,Not a Fatality (not Applicable),No
260046,1,2,White,No
260046,2,1,Not a Fatality (not Applicable),No
260047,1,1,White,No
260048,1,1,Not a Fatality (not Applicable),No
260048,2,1,Not a Fatality (not Applicable),No
260048,2,2,White,No
260049,1,1,Black or African American,No
260049,2,1,Not a Fatality (not Applicable),No
260050,1,1,Black or African American,No
260051,1,1,White,No
260051,2,1,White,No
260051,2,2,Not a Fatality (not Applicable),No
260052,1,1,White,No
260053,1,1,White,No
260053,2,1,Not a Fatality (not Applicable),No
260054,1,1,White,No
260055,1,1,White,No
260055,2,1,Not a Fatality (not Applicable),No
260056,1,1,White,No
260057,1,1,White,No
260058,1,1,Not a Fatality (not Applicable),No
260058,2,1,White,No
260059,0,1,White,No
260059,0,2,Not a Fatality (not Applicable),No
260059,1,1,Not a Fatality (not Applicable),No
260060,1,1,White,No
260060,2,1,Not a Fatality (not Applicable),No
260061,1,1,Not a Fatality (not Applicable),No
260061,2,1,North American Indian or Alaska Native,No
260062,1,1,White,No
260063,1,1,White,No
260064,1,1,White,No
260065,1,1,Black or African American,No
260065,2,1,Not a Fatality (not Applicable),No
260066,1,1,White,No
260066,2,1,Not a Fatality (not Applicable),No
260067,1,1,White,No
260067,1,2,Not a Fatality (not Applicable),No
260068,1,1,Black or African American,No
260069,1,1,Black or African American,No
260069,2,1,Not a Fatality (not Applicable),No
260070,1,1,Not a Fatality (not Applicable),No
260070,1,2,Unknown,No
260070,2,1,Not a Fatality (not Applicable),No
260071,1,1,Not a Fatality (not Applicable),No
260071,2,1,White,No
260072,1,1,White,No
260073,1,1,White,No
260074,0,1,White,No
260074,1,1,Not a Fatality (not Applicable),No
260075,1,1,Not a Fatality (not Applicable),No
260075,2,1,Black or African American,No
260075,2,2,Not a Fatality (not Applicable),No
260076,1,1,White,No
260076,2,1,Not a Fatality (not Applicable),No
260077,1,1,White,No
260077,2,1,Not a Fatality (not Applicable),No
260077,2,2,Not a Fatality (not Applicable),No
260078,1,1,White,No
260079,1,1,Not a Fatality (not Applicable),No
260079,1,2,Not a Fatality (not Applicable),No
260079,2,1,Not a Fatality (not Applicable),No
260079,2,2,White,No
260079,2,3,Not a Fatality (not Applicable),No
260080,1,1,White,No
260080,2,1,Not a Fatality (not Applicable),No
260080,2,2,Not a Fatality (not Applicable),No
260081,1,1,Not a Fatality (not Applicable),No
260081,2,1,White,No
260081,2,2,Not a Fatality (not Applicable),No
260081,2,3,Not a Fatality (not Applicable),No
260082,1,1,White,No
260082,2,1,Not a Fatality (not Applicable),No
260082,2,2,Not a Fatality (not Applicable),No
260083,1,1,North American Indian or Alaska Native,No
260084,1,1,White,No
260084,2,1,Not a Fatality (not Applicable),No
260085,1,1,Black or African American,No
260085,1,2,Not a Fatality (not Applicable),No
260086,1,1,White,No
260087,0,1,White,No
260087,1,1,Not a Fatality (not Applicable),No
260088,1,1,Not a Fatality (not Applicable),No
260088,2,1,Not a Fatality (not Applicable),No
260088,2,2,Vietnamese,No
260088,3,1,Not a Fatality (not Applicable),No
260088,3,2,Not a Fatality (not Applicable),No
260089,1,1,White,No
260090,1,1,White,No
260091,1,1,White,No
260091,2,1,White,No
260092,1,1,Not a Fatality (not Applicable),No
260092,2,1,Black or African American,No
260092,2,2,Not a Fatality (not Applicable),No
260093,1,1,Black or African American,No
260093,2,1,Not a Fatality (not Applicable),No
260094,1,1,Not a Fatality (not Applicable),No
260094,2,1,White,No
260094,2,2,Not a Fatality (not Applicable),No
260095,0,1,White,No
260095,1,1,Not a Fatality (not Applicable),No
260096,0,1,White,No
260096,1,1,Not a Fatality (not Applicable),No
260097,1,1,Black or African American,No
260097,1,2,Not a Fatality (not Applicable),No
260097,2,1,Not a Fatality (not Applicable),No
260097,2,2,Not a Fatality (not Applicable),No
260097,2,3,Not a Fatality (not Applicable),No
260098,0,1,Black or African American,No
260098,1,1,Not a Fatality (not Applicable),No
260099,1,1,White,No
260101,1,1,Not a Fatality (not Applicable),No
260101,2,1,White,No
260102,0,1,White,No
260102,1,1,Not a Fatality (not Applicable),No
260103,1,1,White,No
260103,2,1,Not a Fatality (not Applicable),No
260103,2,2,Not a Fatality (not Applicable),No
260103,2,3,Not a Fatality (not Applicable),No
260104,1,1,White,No
260104,1,2,White,No
260104,2,1,Not a Fatality (not Applicable),No
260106,1,1,White,No
260106,1,2,White,No
260106,2,1,Not a Fatality (not Applicable),No
260107,0,1,White,No
260107,1,1,Not a Fatality (not Applicable),No
260108,0,1,White,No
260108,1,1,Not a Fatality (not Applicable),No
260109,0,1,Unknown,No
260109,1,1,Not a Fatality (not Applicable),No
260110,1,1,Not a Fatality (not Applicable),No
260110,2,1,White,No
260111,1,1,Not a Fatality (not Applicable),No
260111,1,2,White,No
260111,1,3,White,No
260111,1,4,White,No
260112,0,1,Black or African American,No
260112,1,1,Not a Fatality (not Applicable),No
260113,1,1,Multiple Races Unspecified,No
260114,1,1,White,No
260115,1,1,White,No
260115,1,2,White,No
260116,1,1,White,No
260117,1,1,White,No
260118,1,1,White,No
260119,1,1,White,No
260119,2,1,Not a Fatality (not Applicable),No
260120,1,1,Not a Fatality (not Applicable),No
260120,1,2,White,No
260120,1,3,Not a Fatality (not Applicable),No
260120,2,1,Not a Fatality (not Applicable),No
260120,2,2,Not a Fatality (not Applicable),No
260121,1,1,Not a Fatality (not Applicable),No
260121,2,1,Not a Fatality (not Applicable),No
260121,2,2,White,No
260121,2,3,Not a Fatality (not Applicable),No
260122,0,1,Black or African American,No
260122,1,1,Not a Fatality (not Applicable),No
260122,2,1,Not a Fatality (not Applicable),No
260123,0,1,White,No
260123,1,1,Not a Fatality (not Applicable),No
260124,1,1,White,No
260124,2,1,Not a Fatality (not Applicable),No
260124,3,1,Not a Fatality (not Applicable),No
260124,4,1,Not a Fatality (not Applicable),No
260124,4,2,Not a Fatality (not Applicable),No
260125,1,1,Not a Fatality (not Applicable),No
260125,2,1,Black or African American,No
260125,2,2,Not a Fatality (not Applicable),No
260125,2,3,Not a Fatality (not Applicable),No
260125,2,4,Not a Fatality (not Applicable),No
260126,1,1,Not a Fatality (not Applicable),No
260126,2,1,Not a Fatality (not Applicable),No
260126,2,2,Black or African American,No
260126,3,1,Not a Fatality (not Applicable),No
260126,4,1,Not a Fatality (not Applicable),No
260127,1,1,Not a Fatality (not Applicable),No
260127,1,2,Not a Fatality (not Applicable),No
260127,2,1,Not a Fatality (not Applicable),No
260127,3,1,White,No
260128,1,1,Not a Fatality (not Applicable),No
260128,2,1,White,No
260129,1,1,Black or African American,No
260130,1,1,White,No
260130,1,2,White,No
260131,1,1,White,No
260132,1,1,Black or African American,No
260132,1,2,Not a Fatality (not Applicable),No
260133,1,1,Not a Fatality (not Applicable),No
260133,1,2,Black or African American,No
260134,1,1,White,No
260135,1,1,Not a Fatality (not Applicable),No
260135,1,2,Not a Fatality (not Applicable),No
260135,2,1,White,No
260136,1,1,Not a Fatality (not Applicable),No
260136,2,1,Black or African American,No
260137,1,1,Not a Fatality (not Applicable),No
260137,1,2,Not a Fatality (not Applicable),No
260137,2,1,Not a Fatality (not Applicable),No
260137,2,2,White,No
260137,2,3,Not a Fatality (not Applicable),No
260138,1,1,White,No
260139,1,1,White,No
260140,0,1,White,No
260140,1,1,Not a Fatality (not Applicable),No
260140,2,1,Not a Fatality (not Applicable),No
260141,0,1,White,No
260141,1,1,Not a Fatality (not Applicable),No
260142,1,1,White,No
260142,1,2,White,No
260142,2,1,Not a Fatality (not Applicable),No
260143,1,1,White,No
260143,2,1,Not a Fatality (not Applicable),No
260144,1,1,White,No
260144,1,2,Not a Fatality (not Applicable),No
260145,1,1,Not a Fatality (not Applicable),No
260145,2,1,White,No
260146,0,1,White,No
260146,1,1,Not a Fatality (not Applicable),No
260146,1,2,Not a Fatality (not Applicable),No
260147,1,1,Not a Fatality (not Applicable),No
260147,2,1,White,No
260147,2,2,White,No
260148,1,1,White,No
260150,0,1,Black or African American,No
260150,1,1,Not a Fatality (not Applicable),No
260151,1,1,Not a Fatality (not Applicable),No
260151,1,2,Not a Fatality (not Applicable),No
260151,2,1,White,No
260152,1,1,White,No
260153,1,1,Asian Indian,No
260153,2,1,White,No
260154,1,1,White,No
260155,1,1,Black or African American,No
260156,1,1,Not a Fatality (not Applicable),No
260156,2,1,White,No
260157,1,1,Not a Fatality (not Applicable),No
260157,2,1,White,No
260158,1,1,Not a Fatality (not Applicable),No
260158,1,2,White,No
260159,1,1,White,No
260160,1,1,Not a Fatality (not Applicable),No
260160,1,2,Not a Fatality (not Applicable),No
260160,1,3,Not a Fatality (not Applicable),No
260160,2,1,Not a Fatality (not Applicable),No
260160,3,1,White,No
260161,0,1,White,No
260161,1,1,Not a Fatality (not Applicable),No
260162,1,1,White,No
260163,1,1,Not a Fatality (not Applicable),No
260163,1,2,White,No
260163,1,3,Not a Fatality (not Applicable),No
260163,1,4,Not a Fatality (not Applicable),No
260163,1,5,Not a Fatality (not Applicable),No
260164,0,1,North American Indian or Alaska Native,No
260164,1,1,Not a Fatality (not Applicable),No
260165,1,1,White,No
260165,1,2,Not a Fatality (not Applicable),No
260166,1,1,White,No
260167,1,1,White,No
260168,1,1,White,No
260168,2,1,Not a Fatality (not Applicable),No
260169,1,1,Not a Fatality (not Applicable),No
260169,2,1,White,No
260169,2,2,White,No
260277,1,1,White,No
260169,2,3,Not a Fatality (not Applicable),No
260170,0,1,Black or African American,No
260170,1,1,Not a Fatality (not Applicable),No
260171,0,1,White,No
260171,1,1,Not a Fatality (not Applicable),No
260172,1,1,Black or African American,No
260172,2,1,Not a Fatality (not Applicable),No
260172,2,2,White,No
260173,1,1,Not a Fatality (not Applicable),No
260173,1,2,White,No
260173,2,1,Not a Fatality (not Applicable),No
260174,1,1,Black or African American,No
260175,1,1,Not a Fatality (not Applicable),No
260175,1,2,Other Race,No
260175,1,3,Not a Fatality (not Applicable),No
260175,1,4,Not a Fatality (not Applicable),No
260175,2,1,Not a Fatality (not Applicable),No
260176,1,1,White,No
260177,1,1,Not a Fatality (not Applicable),No
260177,1,2,Not a Fatality (not Applicable),No
260177,2,1,White,No
260177,2,2,White,No
260177,2,3,Not a Fatality (not Applicable),No
260178,1,1,Not a Fatality (not Applicable),No
260178,2,1,Not a Fatality (not Applicable),No
260178,2,2,Not a Fatality (not Applicable),No
260178,2,3,White,No
260178,3,1,Not a Fatality (not Applicable),No
260178,3,2,Not a Fatality (not Applicable),No
260178,3,3,Not a Fatality (not Applicable),No
260179,1,1,Not a Fatality (not Applicable),No
260179,1,2,White,No
260179,1,3,Not a Fatality (not Applicable),No
260179,1,4,Not a Fatality (not Applicable),No
260179,1,5,Not a Fatality (not Applicable),No
260180,1,1,Not a Fatality (not Applicable),No
260180,1,2,White,No
260181,1,1,Not a Fatality (not Applicable),No
260181,1,2,Not a Fatality (not Applicable),No
260181,2,1,White,No
260181,2,2,Not a Fatality (not Applicable),No
260182,1,1,White,No
260182,2,1,Not a Fatality (not Applicable),No
260184,0,1,Black or African American,No
260184,1,1,Not a Fatality (not Applicable),No
260184,2,1,Not a Fatality (not Applicable),No
260184,3,1,Not a Fatality (not Applicable),No
260184,3,2,Not a Fatality (not Applicable),No
260184,3,3,Not a Fatality (not Applicable),No
260185,0,1,Black or African American,No
260185,1,1,Not a Fatality (not Applicable),No
260185,2,1,Not a Fatality (not Applicable),No
260186,1,1,White,No
260186,1,2,Not a Fatality (not Applicable),No
260187,1,1,White,No
260187,2,1,Not a Fatality (not Applicable),No
260187,2,2,Not a Fatality (not Applicable),No
260188,1,1,White,No
260188,1,2,Not a Fatality (not Applicable),No
260189,1,1,White,No
260189,2,1,Not a Fatality (not Applicable),No
260189,2,2,Not a Fatality (not Applicable),No
260190,1,1,Not a Fatality (not Applicable),No
260190,1,2,Not a Fatality (not Applicable),No
260190,2,1,North American Indian or Alaska Native,No
260191,1,1,Not a Fatality (not Applicable),No
260191,2,1,White,No
260192,1,1,Not a Fatality (not Applicable),No
260192,2,1,White,No
260193,1,1,White,No
260193,2,1,Not a Fatality (not Applicable),No
260194,1,1,Black or African American,No
260195,1,1,Black or African American,No
260195,2,1,Not a Fatality (not Applicable),No
260196,1,1,Not a Fatality (not Applicable),No
260196,1,2,Not a Fatality (not Applicable),No
260196,1,3,Not a Fatality (not Applicable),No
260196,2,1,Black or African American,No
260197,1,1,White,No
260352,1,1,White,No
260198,1,1,Not a Fatality (not Applicable),No
260198,2,1,White,No
260199,0,1,White,No
260199,1,1,Not a Fatality (not Applicable),No
260200,0,1,White,No
260200,1,1,Not a Fatality (not Applicable),No
260200,2,1,Not a Fatality (not Applicable),No
260201,1,1,Black or African American,No
260201,2,1,Not a Fatality (not Applicable),No
260202,1,1,Not a Fatality (not Applicable),No
260202,1,2,White,No
260202,1,3,Not a Fatality (not Applicable),No
260203,1,1,White,No
260203,2,1,Not a Fatality (not Applicable),No
260203,2,2,Not a Fatality (not Applicable),No
260203,3,1,Not a Fatality (not Applicable),No
260203,3,2,Not a Fatality (not Applicable),No
260204,1,1,White,No
260205,1,1,Not a Fatality (not Applicable),No
260205,1,2,Black or African American,No
260206,0,1,Black or African American,No
260206,1,1,Not a Fatality (not Applicable),No
260207,1,1,Not a Fatality (not Applicable),No
260207,2,1,White,No
260207,3,1,Not a Fatality (not Applicable),No
260208,1,1,Black or African American,No
260209,0,1,White,No
260209,1,1,Not a Fatality (not Applicable),No
260210,1,1,White,No
260211,1,1,Not a Fatality (not Applicable),No
260211,1,2,White,No
260212,1,1,Not a Fatality (not Applicable),No
260212,1,2,North American Indian or Alaska Native,No
260213,1,1,Black or African American,No
260214,1,1,White,No
260214,1,2,White,No
260214,2,1,Not a Fatality (not Applicable),No
260214,2,2,Not a Fatality (not Applicable),No
260215,1,1,White,No
260216,1,1,White,No
260217,1,1,White,No
260218,1,1,White,No
260219,1,1,Not a Fatality (not Applicable),No
260219,2,1,Not a Fatality (not Applicable),No
260219,3,1,White,No
260220,1,1,White,No
260221,1,1,White,No
260221,1,2,Not a Fatality (not Applicable),No
260221,1,3,Not a Fatality (not Applicable),No
260221,1,4,Not a Fatality (not Applicable),No
260221,2,1,Not a Fatality (not Applicable),No
260221,2,2,Not a Fatality (not Applicable),No
260222,1,1,Not a Fatality (not Applicable),No
260222,2,1,White,No
260223,1,1,White,No
260224,1,1,White,No
260225,1,1,White,No
260225,2,1,Not a Fatality (not Applicable),No
260226,1,1,White,No
260226,2,1,Not a Fatality (not Applicable),No
260227,1,1,White,No
260227,2,1,Black or African American,No
260227,2,2,Not a Fatality (not Applicable),No
260227,2,3,Not a Fatality (not Applicable),No
260228,1,1,White,No
260228,1,2,Not a Fatality (not Applicable),No
260229,1,1,Not a Fatality (not Applicable),No
260229,2,1,White,No
260230,0,1,Black or African American,No
260230,1,1,Not a Fatality (not Applicable),No
260231,1,1,White,No
260231,2,1,Not a Fatality (not Applicable),No
260232,1,1,White,No
260233,1,1,White,No
260234,1,1,White,No
260234,1,2,Not a Fatality (not Applicable),No
260235,1,1,White,No
260236,0,1,Black or African American,No
260236,1,1,Not a Fatality (not Applicable),No
260237,1,1,North American Indian or Alaska Native,No
260238,0,1,White,No
260238,1,1,Not a Fatality (not Applicable),No
260239,0,1,Black or African American,No
260239,1,1,Not a Fatality (not Applicable),No
260239,1,2,Not a Fatality (not Applicable),No
260240,1,1,White,No
260241,1,1,Not a Fatality (not Applicable),No
260241,1,2,White,No
260242,1,1,White,No
260243,1,1,White,No
260244,1,1,White,No
260245,1,1,White,No
260246,1,1,White,No
260247,1,1,Black or African American,No
260248,1,1,Not a Fatality (not Applicable),No
260248,1,2,Not a Fatality (not Applicable),No
260248,1,3,White,No
260249,1,1,Not a Fatality (not Applicable),No
260249,2,1,White,No
260250,1,1,White,No
260250,2,1,Not a Fatality (not Applicable),No
260251,0,1,White,No
260251,1,1,Not a Fatality (not Applicable),No
260252,1,1,Not a Fatality (not Applicable),No
260252,2,1,Other Race,No
260253,1,1,White,No
260253,2,1,Not a Fatality (not Applicable),No
260253,2,2,Not a Fatality (not Applicable),No
260254,1,1,Not a Fatality (not Applicable),No
260254,1,2,Black or African American,No
260255,1,1,White,No
260255,1,2,Not a Fatality (not Applicable),No
260255,2,1,Not a Fatality (not Applicable),No
260256,1,1,Not a Fatality (not Applicable),No
260256,2,1,White,No
260256,2,2,White,No
260257,1,1,White,No
260257,1,2,Not a Fatality (not Applicable),No
260257,1,3,Not a Fatality (not Applicable),No
260257,1,4,Not a Fatality (not Applicable),No
260257,2,1,Not a Fatality (not Applicable),No
260258,1,1,Not a Fatality (not Applicable),No
260258,1,2,White,No
260259,1,1,Not a Fatality (not Applicable),No
260259,2,1,White,No
260259,3,1,Not a Fatality (not Applicable),No
260260,1,1,White,No
260260,2,1,Not a Fatality (not Applicable),No
260260,3,1,Not a Fatality (not Applicable),No
260261,0,1,White,No
260261,1,1,Not a Fatality (not Applicable),No
260262,0,1,Black or African American,No
260262,2,1,Not a Fatality (not Applicable),No
260263,1,1,White,No
260264,1,1,White,No
260265,1,1,Not a Fatality (not Applicable),No
260265,1,2,Not a Fatality (not Applicable),No
260265,1,3,Not a Fatality (not Applicable),No
260265,2,1,Not a Fatality (not Applicable),No
260265,2,2,White,No
260266,1,1,White,No
260267,1,1,Not a Fatality (not Applicable),No
260267,1,2,White,No
260267,2,1,Not a Fatality (not Applicable),No
260268,1,1,Black or African American,No
260268,2,1,Not a Fatality (not Applicable),No
260268,2,2,Not a Fatality (not Applicable),No
260269,1,1,White,No
260269,2,1,Multiple Races Unspecified,No
260269,2,2,Multiple Races Unspecified,No
260270,1,1,White,No
260271,0,1,White,No
260271,1,1,Not a Fatality (not Applicable),No
260271,1,2,Not a Fatality (not Applicable),No
260271,1,3,Not a Fatality (not Applicable),No
260271,1,4,Not a Fatality (not Applicable),No
260272,0,1,White,No
260272,1,1,Not a Fatality (not Applicable),No
260273,1,1,White,No
260274,1,1,Not a Fatality (not Applicable),No
260274,2,1,White,No
260275,1,1,White,No
260275,1,2,Not a Fatality (not Applicable),No
260276,1,1,Not a Fatality (not Applicable),No
260276,2,1,White,No
260278,1,1,Not a Fatality (not Applicable),No
260278,2,1,White,No
260279,0,1,White,No
260279,1,1,Not a Fatality (not Applicable),No
260280,1,1,Not a Fatality (not Applicable),No
260280,2,1,White,No
260281,1,1,Black or African American,No
260281,2,1,Not a Fatality (not Applicable),No
260282,1,1,Not a Fatality (not Applicable),No
260282,2,1,White,No
260283,1,1,Not a Fatality (not Applicable),No
260283,2,1,White,No
260283,2,2,Not a Fatality (not Applicable),No
260283,3,1,Not a Fatality (not Applicable),No
260284,1,1,Not a Fatality (not Applicable),No
260284,2,1,White,No
260285,1,1,Not a Fatality (not Applicable),No
260285,1,2,Not a Fatality (not Applicable),No
260285,2,1,Black or African American,No
260286,1,1,White,No
260287,1,1,White,No
260288,1,1,Not a Fatality (not Applicable),No
260288,1,2,Black or African American,No
260288,1,3,Not a Fatality (not Applicable),No
260289,1,1,Not a Fatality (not Applicable),No
260289,2,1,Black or African American,No
260290,1,1,White,No
260291,1,1,Not a Fatality (not Applicable),No
260291,1,2,White,No
260292,1,1,Not a Fatality (not Applicable),No
260292,1,2,Black or African American,No
260293,0,1,White,No
260293,1,1,Not a Fatality (not Applicable),No
260294,1,1,White,No
260295,1,1,White,No
260295,2,1,Not a Fatality (not Applicable),No
260295,2,2,Not a Fatality (not Applicable),No
260296,0,1,White,No
260296,1,1,Not a Fatality (not Applicable),No
260297,1,1,White,No
260297,2,1,Not a Fatality (not Applicable),No
260297,2,2,Not a Fatality (not Applicable),No
260298,1,1,White,No
260299,1,1,White,No
260300,1,1,White,No
260301,1,1,White,No
260301,2,1,Not a Fatality (not Applicable),No
260302,1,1,Not a Fatality (not Applicable),No
260302,2,1,Unknown,No
260303,1,1,Not a Fatality (not Applicable),No
260303,2,1,White,No
260304,1,1,Not a Fatality (not Applicable),No
260304,1,2,North American Indian or Alaska Native,No
260304,2,1,Not a Fatality (not Applicable),No
260305,1,1,White,No
260305,2,1,Not a Fatality (not Applicable),No
260305,2,2,Not a Fatality (not Applicable),No
260305,2,3,Not a Fatality (not Applicable),No
260306,1,1,Not a Fatality (not Applicable),No
260306,1,2,Not a Fatality (not Applicable),No
260306,2,1,White,No
260307,1,1,Not a Fatality (not Applicable),No
260307,1,2,Not a Fatality (not Applicable),No
260307,2,1,White,No
260307,3,1,White,No
260308,1,1,White,No
260308,2,1,Not a Fatality (not Applicable),No
260308,2,2,Not a Fatality (not Applicable),No
260308,2,3,Not a Fatality (not Applicable),No
260309,1,1,White,No
260310,0,1,Black or African American,No
260310,1,1,Not a Fatality (not Applicable),No
260311,1,1,Not a Fatality (not Applicable),No
260311,2,1,White,No
260312,1,1,White,No
260312,2,1,Not a Fatality (not Applicable),No
260313,1,1,White,No
260313,1,2,Not a Fatality (not Applicable),No
260314,1,1,Not a Fatality (not Applicable),No
260314,2,1,White,No
260314,3,1,Not a Fatality (not Applicable),No
260315,1,1,White,No
260315,2,1,Not a Fatality (not Applicable),No
260316,1,1,Not a Fatality (not Applicable),No
260316,2,1,White,No
260316,2,2,Not a Fatality (not Applicable),No
260317,1,1,White,No
260317,2,1,Not a Fatality (not Applicable),No
260317,3,1,Not a Fatality (not Applicable),No
260318,1,1,White,No
260319,0,1,Black or African American,No
260319,1,1,Not a Fatality (not Applicable),No
260319,1,2,Not a Fatality (not Applicable),No
260320,1,1,White,No
260320,2,1,Not a Fatality (not Applicable),No
260321,1,1,White,No
260322,1,1,White,No
260322,1,2,Not a Fatality (not Applicable),No
260323,0,1,White,No
260323,1,1,Not a Fatality (not Applicable),No
260323,1,2,Not a Fatality (not Applicable),No
260324,1,1,White,No
260325,1,1,Not a Fatality (not Applicable),No
260325,2,1,White,No
260325,3,1,Not a Fatality (not Applicable),No
260325,4,1,Not a Fatality (not Applicable),No
260326,1,1,White,No
260327,1,1,Not a Fatality (not Applicable),No
260327,2,1,White,No
260327,2,2,Not a Fatality (not Applicable),No
260327,2,3,White,No
260328,1,1,Black or African American,No
260329,1,1,White,No
260329,2,1,Not a Fatality (not Applicable),No
260329,3,1,Not a Fatality (not Applicable),No
260330,1,1,White,No
260331,1,1,Not a Fatality (not Applicable),No
260331,2,1,Not a Fatality (not Applicable),No
260331,3,1,Not a Fatality (not Applicable),No
260331,3,2,White,No
260332,1,1,Not a Fatality (not Applicable),No
260332,2,1,White,No
260333,1,1,White,No
260333,2,1,White,No
260333,3,1,Not a Fatality (not Applicable),No
260333,4,1,Not a Fatality (not Applicable),No
260334,1,1,Not a Fatality (not Applicable),No
260334,2,1,White,No
260334,2,2,Not a Fatality (not Applicable),No
260335,1,1,Not a Fatality (not Applicable),No
260335,1,2,White,No
260336,1,1,Black or African American,No
260336,2,1,Not a Fatality (not Applicable),No
260337,1,1,Not a Fatality (not Applicable),No
260337,2,1,White,No
260337,2,2,Not a Fatality (not Applicable),No
260337,2,3,White,No
260338,1,1,White,No
260339,1,1,White,No
260339,1,2,Not a Fatality (not Applicable),No
260340,1,1,Not a Fatality (not Applicable),No
260340,2,1,White,No
260341,1,1,White,No
260341,2,1,Not a Fatality (not Applicable),No
260341,2,2,Not a Fatality (not Applicable),No
260342,1,1,White,No
260343,1,1,White,No
260343,2,1,Not a Fatality (not Applicable),No
260344,1,1,Not a Fatality (not Applicable),No
260344,1,2,White,No
260344,1,3,Not a Fatality (not Applicable),No
260344,2,1,Not a Fatality (not Applicable),No
260345,0,1,Black or African American,No
260345,1,1,Not a Fatality (not Applicable),No
260345,1,2,Not a Fatality (not Applicable),No
260346,1,1,White,No
260347,1,1,White,No
260347,2,1,Not a Fatality (not Applicable),No
260348,0,1,White,No
260348,1,1,Not a Fatality (not Applicable),No
260349,1,1,White,No
260349,1,2,Not a Fatality (not Applicable),No
260350,1,1,White,No
260351,1,1,White,No
260351,2,1,Not a Fatality (not Applicable),No
260353,1,1,Black or African American,No
260354,0,1,North American Indian or Alaska Native,No
260354,1,1,Not a Fatality (not Applicable),No
260355,1,1,Not a Fatality (not Applicable),No
260355,1,2,Not a Fatality (not Applicable),No
260355,2,1,White,No
260356,1,1,Not a Fatality (not Applicable),No
260356,1,2,White,No
260357,1,1,White,No
