st_case,veh_no,vision
360377,1,No Obstruction Noted
360377,2,No Obstruction Noted
360378,1,No Obstruction Noted
360378,2,No Obstruction Noted
360379,1,No Obstruction Noted
360379,2,No Obstruction Noted
360380,1,"Reflected Glare, Bright Sunlight, Headlights"
360381,1,No Obstruction Noted
360381,2,No Obstruction Noted
360382,1,No Obstruction Noted
360382,2,No Obstruction Noted
360383,1,No Obstruction Noted
360383,2,No Obstruction Noted
360384,1,No Obstruction Noted
360385,1,No Obstruction Noted
360386,1,No Obstruction Noted
360387,1,No Obstruction Noted
360387,2,No Obstruction Noted
360388,1,No Obstruction Noted
360389,1,No Obstruction Noted
360389,2,No Obstruction Noted
360390,1,No Obstruction Noted
360390,2,No Obstruction Noted
360391,1,No Obstruction Noted
360392,1,No Obstruction Noted
360393,1,No Obstruction Noted
360394,1,No Obstruction Noted
360395,1,No Obstruction Noted
360396,1,No Obstruction Noted
360398,1,No Obstruction Noted
360398,2,No Obstruction Noted
360399,1,No Obstruction Noted
360399,2,No Obstruction Noted
360400,1,No Obstruction Noted
360401,1,No Obstruction Noted
360402,1,No Obstruction Noted
360402,2,No Obstruction Noted
360403,1,No Obstruction Noted
360403,2,No Obstruction Noted
360404,1,No Obstruction Noted
360405,1,No Obstruction Noted
360406,1,No Obstruction Noted
360407,1,No Obstruction Noted
360407,2,No Obstruction Noted
360408,1,No Obstruction Noted
360409,1,No Obstruction Noted
360409,2,No Obstruction Noted
360410,1,No Obstruction Noted
360410,2,No Obstruction Noted
360410,3,No Obstruction Noted
360411,1,No Obstruction Noted
360412,1,No Obstruction Noted
360412,2,No Obstruction Noted
360413,1,No Obstruction Noted
360413,2,No Obstruction Noted
360414,1,No Obstruction Noted
360415,1,No Obstruction Noted
360416,1,No Obstruction Noted
360416,2,No Obstruction Noted
360417,1,No Obstruction Noted
360417,2,No Obstruction Noted
360417,3,No Obstruction Noted
360418,1,No Obstruction Noted
360418,2,No Obstruction Noted
360419,1,No Obstruction Noted
360419,2,No Obstruction Noted
360420,1,No Obstruction Noted
360421,1,No Obstruction Noted
360422,1,No Obstruction Noted
360423,1,No Obstruction Noted
360423,2,No Obstruction Noted
360424,1,No Obstruction Noted
360424,2,No Obstruction Noted
360425,1,No Obstruction Noted
360425,2,No Obstruction Noted
360426,1,No Obstruction Noted
360426,2,No Obstruction Noted
360427,1,No Obstruction Noted
360427,2,No Obstruction Noted
360427,3,No Obstruction Noted
360428,1,No Obstruction Noted
360429,1,No Obstruction Noted
360429,2,No Obstruction Noted
360429,3,No Obstruction Noted
360430,1,No Obstruction Noted
360431,1,No Obstruction Noted
360432,1,No Obstruction Noted
360433,1,No Obstruction Noted
360434,1,No Obstruction Noted
360434,2,No Obstruction Noted
360435,1,No Obstruction Noted
360436,1,No Obstruction Noted
360436,2,No Obstruction Noted
360437,1,No Obstruction Noted
360438,1,No Obstruction Noted
360438,2,No Obstruction Noted
360439,1,No Obstruction Noted
360440,1,No Obstruction Noted
360440,2,No Obstruction Noted
360441,1,No Obstruction Noted
360441,2,In-Transport Motor Vehicle (including load)
360442,1,No Obstruction Noted
360442,2,No Obstruction Noted
360443,1,No Obstruction Noted
360444,1,No Obstruction Noted
360445,1,No Obstruction Noted
360445,2,No Obstruction Noted
360446,1,No Obstruction Noted
360447,1,No Obstruction Noted
360449,1,No Obstruction Noted
360449,2,No Obstruction Noted
360450,1,No Obstruction Noted
360451,1,No Obstruction Noted
360452,1,No Obstruction Noted
360453,1,No Obstruction Noted
360454,1,No Obstruction Noted
360456,1,No Obstruction Noted
360456,2,No Obstruction Noted
360457,1,No Obstruction Noted
360457,2,No Obstruction Noted
360458,1,In-Transport Motor Vehicle (including load)
360458,2,In-Transport Motor Vehicle (including load)
360459,1,No Obstruction Noted
360459,2,No Driver Present/Unknown if Driver present
360459,4,No Obstruction Noted
360459,5,No Obstruction Noted
360460,1,No Obstruction Noted
360461,1,No Obstruction Noted
360462,1,No Obstruction Noted
360463,1,No Obstruction Noted
360464,1,No Obstruction Noted
360464,2,No Obstruction Noted
360465,1,No Obstruction Noted
360465,2,No Obstruction Noted
360466,1,No Obstruction Noted
360467,1,Obstructing Angles on Vehicle
360468,1,No Obstruction Noted
360469,1,Reported as Unknown
360470,1,No Obstruction Noted
360471,1,No Obstruction Noted
360471,2,No Obstruction Noted
360471,3,No Obstruction Noted
360471,4,No Obstruction Noted
360471,5,No Obstruction Noted
360471,6,No Obstruction Noted
360472,1,No Obstruction Noted
360472,2,No Obstruction Noted
360473,1,No Obstruction Noted
360473,2,No Obstruction Noted
360474,1,No Obstruction Noted
360474,2,No Obstruction Noted
360475,1,No Obstruction Noted
360475,2,No Obstruction Noted
360476,1,No Obstruction Noted
360476,2,No Obstruction Noted
360477,1,No Obstruction Noted
360478,1,No Obstruction Noted
360478,2,No Obstruction Noted
360479,1,No Obstruction Noted
360479,2,No Obstruction Noted
360480,1,No Obstruction Noted
360480,2,No Obstruction Noted
360480,3,No Obstruction Noted
360481,1,No Obstruction Noted
360482,1,No Obstruction Noted
360483,1,No Obstruction Noted
360484,1,No Obstruction Noted
360485,1,No Obstruction Noted
360485,2,No Obstruction Noted
360486,1,No Obstruction Noted
360487,1,No Obstruction Noted
360488,1,No Obstruction Noted
360490,1,No Obstruction Noted
360491,1,No Obstruction Noted
360491,2,In-Transport Motor Vehicle (including load)
360492,1,No Obstruction Noted
360493,1,No Obstruction Noted
360494,1,No Obstruction Noted
360495,1,No Obstruction Noted
360496,1,No Obstruction Noted
360497,1,No Obstruction Noted
360497,2,No Obstruction Noted
360498,1,No Obstruction Noted
360499,1,No Obstruction Noted
360499,2,No Obstruction Noted
360501,1,No Obstruction Noted
360501,2,No Obstruction Noted
360502,1,No Obstruction Noted
360503,1,No Obstruction Noted
360504,1,No Obstruction Noted
360505,1,No Obstruction Noted
360506,1,No Obstruction Noted
360506,2,No Obstruction Noted
360507,1,Reported as Unknown
360508,1,No Obstruction Noted
360508,2,No Obstruction Noted
360509,1,No Obstruction Noted
360509,2,No Obstruction Noted
360509,3,No Obstruction Noted
360510,1,No Obstruction Noted
360511,1,No Obstruction Noted
360511,2,No Obstruction Noted
360512,1,No Obstruction Noted
360513,1,No Obstruction Noted
360514,1,No Obstruction Noted
360515,1,No Obstruction Noted
360516,1,No Obstruction Noted
360517,1,No Obstruction Noted
360518,1,No Obstruction Noted
360519,1,No Obstruction Noted
360519,2,No Obstruction Noted
360520,1,"Reflected Glare, Bright Sunlight, Headlights"
360520,2,No Obstruction Noted
360521,1,No Obstruction Noted
360521,2,No Obstruction Noted
360522,1,No Obstruction Noted
360522,2,No Obstruction Noted
360523,1,No Obstruction Noted
360523,2,No Obstruction Noted
360524,1,No Obstruction Noted
360524,2,No Obstruction Noted
360525,1,No Obstruction Noted
360525,2,No Obstruction Noted
360525,3,No Obstruction Noted
360526,1,No Obstruction Noted
360527,1,No Obstruction Noted
360528,1,No Obstruction Noted
360529,1,No Obstruction Noted
360529,2,No Obstruction Noted
360530,1,No Obstruction Noted
360530,2,No Obstruction Noted
360531,1,No Obstruction Noted
360531,2,No Obstruction Noted
360531,3,No Obstruction Noted
360532,1,No Obstruction Noted
360532,2,No Obstruction Noted
360532,3,No Obstruction Noted
360533,1,No Obstruction Noted
360534,1,No Obstruction Noted
360534,2,No Obstruction Noted
360534,3,No Obstruction Noted
360535,1,No Obstruction Noted
360536,1,No Obstruction Noted
360537,1,No Obstruction Noted
360538,1,No Obstruction Noted
360538,2,No Obstruction Noted
360538,3,No Obstruction Noted
360539,1,"Reflected Glare, Bright Sunlight, Headlights"
360539,2,No Obstruction Noted
360540,1,No Obstruction Noted
360540,2,No Obstruction Noted
360541,1,No Obstruction Noted
360542,1,No Obstruction Noted
360542,2,No Obstruction Noted
360543,1,No Obstruction Noted
360543,2,No Obstruction Noted
360543,3,No Obstruction Noted
360544,1,No Obstruction Noted
360545,1,No Obstruction Noted
360546,1,No Obstruction Noted
360546,2,No Obstruction Noted
360547,1,"Reflected Glare, Bright Sunlight, Headlights"
360548,1,No Obstruction Noted
360549,1,No Obstruction Noted
360549,2,No Obstruction Noted
360550,1,No Obstruction Noted
360551,1,No Obstruction Noted
360552,1,No Obstruction Noted
360553,1,No Obstruction Noted
360554,1,No Obstruction Noted
360555,1,No Obstruction Noted
360555,2,No Driver Present/Unknown if Driver present
360556,1,No Obstruction Noted
360556,2,No Obstruction Noted
360557,1,No Obstruction Noted
360558,1,No Obstruction Noted
360559,1,No Obstruction Noted
360559,2,No Obstruction Noted
360560,1,No Obstruction Noted
360561,1,No Obstruction Noted
360561,2,No Obstruction Noted
360562,1,No Obstruction Noted
360563,1,No Obstruction Noted
360564,1,No Obstruction Noted
360565,1,No Obstruction Noted
360566,1,No Obstruction Noted
360566,2,No Obstruction Noted
360567,1,No Obstruction Noted
360567,2,No Obstruction Noted
360568,1,No Obstruction Noted
360568,2,No Obstruction Noted
360569,1,No Obstruction Noted
360569,2,No Obstruction Noted
360570,1,No Obstruction Noted
360570,2,No Obstruction Noted
360571,1,No Obstruction Noted
360572,1,No Obstruction Noted
360572,2,No Obstruction Noted
360573,1,No Obstruction Noted
360574,1,No Obstruction Noted
360574,2,No Obstruction Noted
360575,1,No Obstruction Noted
360575,2,No Obstruction Noted
360576,1,No Obstruction Noted
360576,2,No Obstruction Noted
360577,1,No Obstruction Noted
360578,1,No Obstruction Noted
360579,1,No Obstruction Noted
360579,2,No Obstruction Noted
360580,1,No Obstruction Noted
360580,2,No Obstruction Noted
360581,1,No Obstruction Noted
360581,2,No Obstruction Noted
360581,3,No Obstruction Noted
360582,1,No Obstruction Noted
360582,2,No Obstruction Noted
360582,3,No Obstruction Noted
360583,1,No Obstruction Noted
360584,1,No Obstruction Noted
360585,1,No Obstruction Noted
360585,2,No Obstruction Noted
360586,1,No Obstruction Noted
360586,2,No Obstruction Noted
360587,1,No Obstruction Noted
360588,1,No Obstruction Noted
360588,2,No Obstruction Noted
360589,1,No Obstruction Noted
360590,1,No Obstruction Noted
360590,2,No Obstruction Noted
360591,1,No Obstruction Noted
360592,1,No Obstruction Noted
360592,2,No Obstruction Noted
360592,3,No Obstruction Noted
360593,1,No Obstruction Noted
360593,2,No Obstruction Noted
360594,1,No Obstruction Noted
360595,1,No Obstruction Noted
360595,2,No Obstruction Noted
360596,1,No Obstruction Noted
360596,2,No Obstruction Noted
360596,3,No Obstruction Noted
360596,4,No Obstruction Noted
360597,1,Vision Obscured - No Details
360598,1,No Obstruction Noted
360599,1,No Obstruction Noted
360600,1,"Building, Billboard, Other Structure"
360600,2,No Obstruction Noted
360600,3,No Obstruction Noted
360601,1,No Obstruction Noted
360602,1,No Obstruction Noted
360602,2,No Obstruction Noted
360603,1,No Obstruction Noted
360604,1,No Obstruction Noted
360605,1,No Obstruction Noted
360606,1,No Obstruction Noted
360607,1,No Obstruction Noted
360608,1,No Obstruction Noted
360608,2,No Driver Present/Unknown if Driver present
360609,1,No Obstruction Noted
360609,2,No Obstruction Noted
360609,3,No Obstruction Noted
360610,1,No Obstruction Noted
360612,1,No Obstruction Noted
360613,1,Reported as Unknown
360614,1,No Obstruction Noted
360615,1,No Obstruction Noted
360615,2,No Obstruction Noted
360616,1,No Obstruction Noted
360616,2,No Obstruction Noted
360617,1,No Obstruction Noted
360618,1,No Obstruction Noted
360619,1,No Obstruction Noted
360619,2,No Obstruction Noted
360620,1,No Obstruction Noted
360621,1,No Obstruction Noted
360621,2,No Obstruction Noted
360622,1,Vision Obscured - No Details
360623,1,Vision Obscured - No Details
360624,1,No Obstruction Noted
360624,2,No Obstruction Noted
360624,3,No Obstruction Noted
360625,1,No Obstruction Noted
360626,1,No Obstruction Noted
360626,2,No Obstruction Noted
360626,3,No Obstruction Noted
360627,1,No Obstruction Noted
360628,1,No Obstruction Noted
360628,2,No Obstruction Noted
360629,1,No Obstruction Noted
360629,2,No Obstruction Noted
360630,1,No Obstruction Noted
360631,1,No Obstruction Noted
360631,2,No Obstruction Noted
360632,1,No Obstruction Noted
360633,1,No Obstruction Noted
360634,1,No Obstruction Noted
360635,1,In-Transport Motor Vehicle (including load)
360636,1,No Obstruction Noted
360637,1,No Obstruction Noted
360638,1,No Obstruction Noted
360639,1,No Obstruction Noted
360639,2,No Obstruction Noted
360640,1,No Obstruction Noted
360641,1,No Obstruction Noted
360642,1,No Obstruction Noted
360643,1,No Obstruction Noted
360644,1,No Obstruction Noted
360645,1,No Obstruction Noted
360646,1,No Obstruction Noted
360647,1,No Obstruction Noted
360648,1,No Obstruction Noted
360649,1,No Obstruction Noted
360650,1,No Obstruction Noted
360651,1,No Obstruction Noted
360652,1,No Obstruction Noted
360653,1,No Obstruction Noted
360654,1,No Obstruction Noted
360655,1,No Obstruction Noted
360656,1,No Obstruction Noted
360657,1,No Obstruction Noted
360659,1,No Obstruction Noted
360659,2,No Obstruction Noted
360660,1,No Obstruction Noted
360661,1,No Obstruction Noted
360662,1,No Obstruction Noted
360663,1,Reported as Unknown
360664,1,No Obstruction Noted
360665,1,No Obstruction Noted
360666,1,No Obstruction Noted
360666,2,No Obstruction Noted
360667,1,No Obstruction Noted
360667,2,No Obstruction Noted
360668,1,No Obstruction Noted
360668,2,No Obstruction Noted
360668,3,No Obstruction Noted
360669,1,No Obstruction Noted
360669,2,No Obstruction Noted
360670,1,No Obstruction Noted
360671,1,No Obstruction Noted
360672,1,No Obstruction Noted
360673,1,No Obstruction Noted
360673,2,No Obstruction Noted
360674,1,Obstruction Interior to the Vehicle
360675,1,No Obstruction Noted
360676,1,No Obstruction Noted
360676,2,No Obstruction Noted
360676,3,No Obstruction Noted
360676,4,No Obstruction Noted
360676,5,No Obstruction Noted
360676,6,No Obstruction Noted
360676,7,No Obstruction Noted
360677,1,No Obstruction Noted
360677,2,No Obstruction Noted
360678,1,No Obstruction Noted
360679,1,No Obstruction Noted
360679,2,No Obstruction Noted
360680,1,No Obstruction Noted
360680,2,No Obstruction Noted
360681,1,No Obstruction Noted
360681,2,No Obstruction Noted
360682,1,No Obstruction Noted
360682,2,No Obstruction Noted
360683,1,No Obstruction Noted
360683,2,No Obstruction Noted
360684,1,No Obstruction Noted
360685,1,No Obstruction Noted
360685,2,No Obstruction Noted
360686,1,No Obstruction Noted
360686,2,No Obstruction Noted
360688,1,No Obstruction Noted
360688,2,No Obstruction Noted
360689,1,No Obstruction Noted
360689,2,No Obstruction Noted
360690,1,No Obstruction Noted
360690,2,No Obstruction Noted
360692,1,No Obstruction Noted
360693,1,Vision Obscured - No Details
360694,1,No Obstruction Noted
360695,1,No Obstruction Noted
360696,1,No Obstruction Noted
360697,1,No Obstruction Noted
360698,1,No Obstruction Noted
360698,2,No Obstruction Noted
360698,3,No Obstruction Noted
360699,1,No Obstruction Noted
360700,1,No Obstruction Noted
360701,1,No Obstruction Noted
360702,1,No Obstruction Noted
360702,2,No Obstruction Noted
360703,1,No Obstruction Noted
360703,2,No Obstruction Noted
360704,1,No Obstruction Noted
360705,1,No Obstruction Noted
360705,2,No Obstruction Noted
360707,1,No Obstruction Noted
360707,2,No Obstruction Noted
360708,1,No Obstruction Noted
360710,1,No Obstruction Noted
360711,1,No Obstruction Noted
360711,2,No Obstruction Noted
360712,1,No Obstruction Noted
360712,2,No Obstruction Noted
360712,3,No Obstruction Noted
360713,1,No Obstruction Noted
360714,1,No Obstruction Noted
360715,1,No Obstruction Noted
360716,1,No Obstruction Noted
360716,2,No Obstruction Noted
360717,1,No Obstruction Noted
360717,2,No Obstruction Noted
360719,1,No Obstruction Noted
360720,1,No Obstruction Noted
360721,1,No Obstruction Noted
360721,2,No Obstruction Noted
360722,1,No Obstruction Noted
360723,1,No Obstruction Noted
360724,1,No Obstruction Noted
360725,1,No Obstruction Noted
360727,1,No Obstruction Noted
360728,1,No Obstruction Noted
360729,1,No Obstruction Noted
360729,2,No Obstruction Noted
360730,1,No Obstruction Noted
360731,1,No Obstruction Noted
360731,2,No Obstruction Noted
360732,1,No Obstruction Noted
360733,1,No Obstruction Noted
360733,2,No Obstruction Noted
360734,1,No Obstruction Noted
360735,1,No Obstruction Noted
360737,1,No Obstruction Noted
360738,1,No Obstruction Noted
360739,1,No Obstruction Noted
360740,1,No Obstruction Noted
360741,1,No Obstruction Noted
360742,1,No Obstruction Noted
360743,1,No Obstruction Noted
360744,1,No Obstruction Noted
360745,1,No Obstruction Noted
360746,1,No Obstruction Noted
360747,1,No Obstruction Noted
360748,1,No Obstruction Noted
360748,2,No Obstruction Noted
360749,1,No Obstruction Noted
360749,2,No Obstruction Noted
360751,1,No Obstruction Noted
360751,3,No Obstruction Noted
360752,1,No Obstruction Noted
360752,2,No Obstruction Noted
360753,1,No Obstruction Noted
360753,2,No Obstruction Noted
360754,1,No Obstruction Noted
360754,2,No Obstruction Noted
360755,1,No Obstruction Noted
360756,1,No Obstruction Noted
360756,2,No Obstruction Noted
360757,1,No Obstruction Noted
360757,2,No Obstruction Noted
360758,1,No Obstruction Noted
360758,2,No Obstruction Noted
360758,3,No Obstruction Noted
360759,1,No Obstruction Noted
360759,2,No Obstruction Noted
360760,1,No Obstruction Noted
360760,2,No Obstruction Noted
360761,1,Vision Obscured - No Details
360761,2,Vision Obscured - No Details
360762,1,No Obstruction Noted
360762,2,No Obstruction Noted
360763,1,No Obstruction Noted
360763,2,No Obstruction Noted
360764,1,No Obstruction Noted
360765,1,No Obstruction Noted
360766,1,No Obstruction Noted
360766,2,No Obstruction Noted
360767,1,No Obstruction Noted
360768,1,No Obstruction Noted
360768,2,No Obstruction Noted
360769,1,No Obstruction Noted
360769,2,No Obstruction Noted
360769,3,No Obstruction Noted
360770,1,No Obstruction Noted
360770,2,No Obstruction Noted
360770,3,No Obstruction Noted
360770,4,No Obstruction Noted
360771,1,No Obstruction Noted
360772,1,No Obstruction Noted
360773,1,Vision Obscured - No Details
360774,1,No Obstruction Noted
360775,1,Vision Obscured - No Details
360775,2,No Obstruction Noted
360777,1,No Obstruction Noted
360777,2,No Obstruction Noted
360778,1,No Obstruction Noted
360779,1,No Obstruction Noted
360779,2,No Obstruction Noted
360780,1,No Obstruction Noted
360780,2,No Obstruction Noted
360782,1,No Obstruction Noted
360782,2,No Obstruction Noted
360782,3,No Obstruction Noted
360783,1,No Obstruction Noted
360784,1,No Obstruction Noted
360785,1,No Obstruction Noted
360786,1,No Obstruction Noted
360787,1,Obstructing Angles on Vehicle
360789,1,No Obstruction Noted
360790,1,No Obstruction Noted
360791,1,No Obstruction Noted
360792,1,No Obstruction Noted
360792,2,No Obstruction Noted
360793,1,No Obstruction Noted
360794,1,No Obstruction Noted
360794,2,No Obstruction Noted
360795,1,No Obstruction Noted
360796,1,No Obstruction Noted
360797,1,No Obstruction Noted
360797,2,No Driver Present/Unknown if Driver present
360798,1,No Obstruction Noted
360799,1,No Obstruction Noted
360799,2,No Driver Present/Unknown if Driver present
360800,1,No Obstruction Noted
360800,2,No Obstruction Noted
360801,1,No Obstruction Noted
360801,2,No Obstruction Noted
360802,1,No Obstruction Noted
360802,2,No Obstruction Noted
360803,1,No Obstruction Noted
360803,2,No Obstruction Noted
360804,1,No Obstruction Noted
360805,1,No Obstruction Noted
360806,1,No Obstruction Noted
360807,1,No Obstruction Noted
360808,1,No Obstruction Noted
360809,1,No Obstruction Noted
360810,1,No Obstruction Noted
360811,1,No Obstruction Noted
360812,1,No Obstruction Noted
360813,1,No Obstruction Noted
360814,1,No Obstruction Noted
360815,1,Vision Obscured - No Details
360815,2,Vision Obscured - No Details
360816,1,No Obstruction Noted
360816,2,No Obstruction Noted
360817,1,No Obstruction Noted
360818,1,No Obstruction Noted
360819,1,No Obstruction Noted
360819,2,No Obstruction Noted
360820,1,No Obstruction Noted
360821,1,No Obstruction Noted
360822,1,No Obstruction Noted
360823,1,No Obstruction Noted
360823,2,No Obstruction Noted
360824,1,No Obstruction Noted
360825,1,No Obstruction Noted
360826,1,No Obstruction Noted
360827,1,No Obstruction Noted
360828,1,No Obstruction Noted
360830,1,No Obstruction Noted
360830,2,No Obstruction Noted
360831,1,No Obstruction Noted
360832,1,No Obstruction Noted
360832,2,No Obstruction Noted
360832,3,No Obstruction Noted
360833,1,No Obstruction Noted
360834,1,No Obstruction Noted
360835,1,No Obstruction Noted
360835,2,No Obstruction Noted
360836,1,No Obstruction Noted
360837,1,No Obstruction Noted
360838,1,No Obstruction Noted
360839,1,No Obstruction Noted
360839,2,No Obstruction Noted
360840,1,No Obstruction Noted
360841,1,No Obstruction Noted
360842,1,No Obstruction Noted
360843,1,No Obstruction Noted
360844,1,No Obstruction Noted
360844,2,No Obstruction Noted
360845,1,No Obstruction Noted
360846,1,No Obstruction Noted
360846,2,No Obstruction Noted
360847,1,No Obstruction Noted
360848,1,No Obstruction Noted
360848,2,No Obstruction Noted
360849,1,No Obstruction Noted
360849,2,No Obstruction Noted
360850,1,No Obstruction Noted
360851,1,No Obstruction Noted
360852,1,No Obstruction Noted
360853,1,No Obstruction Noted
360853,2,No Obstruction Noted
360854,1,No Obstruction Noted
360854,2,No Obstruction Noted
360855,1,No Obstruction Noted
360856,1,No Obstruction Noted
360856,2,No Obstruction Noted
360857,1,No Obstruction Noted
360858,1,No Obstruction Noted
360860,1,No Obstruction Noted
360861,1,No Obstruction Noted
360862,1,No Obstruction Noted
360863,1,No Obstruction Noted
360865,1,No Obstruction Noted
360866,1,No Obstruction Noted
360867,1,No Obstruction Noted
360868,1,No Obstruction Noted
360868,2,No Obstruction Noted
360868,3,No Obstruction Noted
360869,1,No Obstruction Noted
360870,1,No Obstruction Noted
360871,1,No Obstruction Noted
360871,2,No Obstruction Noted
360872,1,No Driver Present/Unknown if Driver present
360872,2,No Obstruction Noted
360873,1,No Obstruction Noted
360874,1,No Obstruction Noted
360875,1,No Obstruction Noted
360876,1,No Obstruction Noted
360877,1,No Obstruction Noted
360877,2,No Obstruction Noted
360878,1,In-Transport Motor Vehicle (including load)
360879,1,No Obstruction Noted
360879,2,No Obstruction Noted
360880,1,No Obstruction Noted
360880,2,No Obstruction Noted
360881,1,No Obstruction Noted
360882,1,No Obstruction Noted
360883,1,No Obstruction Noted
360884,1,No Obstruction Noted
360884,2,No Obstruction Noted
360885,1,No Obstruction Noted
360886,1,No Obstruction Noted
360886,2,No Obstruction Noted
360887,1,No Obstruction Noted
360888,1,No Obstruction Noted
360889,1,No Obstruction Noted
360889,2,No Obstruction Noted
360890,1,No Obstruction Noted
360890,2,No Obstruction Noted
360891,1,No Obstruction Noted
360892,1,No Obstruction Noted
360892,2,No Driver Present/Unknown if Driver present
360893,1,No Obstruction Noted
360894,1,No Obstruction Noted
360894,2,No Obstruction Noted
360894,3,No Obstruction Noted
360895,1,No Obstruction Noted
360895,2,No Obstruction Noted
360895,3,No Obstruction Noted
360896,1,No Obstruction Noted
360896,2,No Obstruction Noted
360897,1,No Obstruction Noted
360898,1,No Obstruction Noted
360899,1,No Obstruction Noted
360900,1,No Obstruction Noted
360901,1,No Obstruction Noted
360902,1,No Obstruction Noted
360903,1,No Obstruction Noted
360905,1,No Obstruction Noted
360906,1,No Obstruction Noted
360906,2,No Obstruction Noted
360906,3,No Obstruction Noted
360907,1,No Obstruction Noted
360908,1,No Obstruction Noted
360909,1,No Obstruction Noted
360910,1,No Obstruction Noted
360910,2,No Obstruction Noted
360910,3,No Obstruction Noted
360911,1,No Obstruction Noted
360912,1,No Obstruction Noted
360913,1,No Obstruction Noted
360914,1,No Obstruction Noted
360915,1,No Obstruction Noted
360916,1,No Obstruction Noted
360917,1,No Obstruction Noted
360918,1,No Obstruction Noted
360919,1,No Obstruction Noted
360919,2,No Obstruction Noted
360919,3,"Trees, Crops, Vegetation"
360920,1,No Obstruction Noted
360921,1,No Obstruction Noted
360922,1,No Obstruction Noted
360923,1,No Obstruction Noted
360924,1,No Obstruction Noted
360926,1,No Obstruction Noted
360927,1,No Obstruction Noted
360927,2,No Obstruction Noted
360928,1,No Obstruction Noted
360929,1,No Obstruction Noted
360929,2,No Obstruction Noted
360930,1,No Obstruction Noted
360930,2,No Obstruction Noted
360931,1,No Obstruction Noted
360931,2,No Obstruction Noted
360932,1,No Obstruction Noted
360932,2,No Obstruction Noted
360933,1,No Obstruction Noted
360934,1,No Obstruction Noted
360934,2,No Obstruction Noted
360934,3,No Obstruction Noted
360935,1,No Obstruction Noted
360935,2,No Obstruction Noted
360936,1,No Obstruction Noted
360936,2,No Obstruction Noted
360938,1,No Obstruction Noted
360938,2,No Obstruction Noted
360939,1,No Obstruction Noted
360939,2,No Obstruction Noted
360940,1,No Obstruction Noted
360940,2,No Obstruction Noted
360941,1,No Obstruction Noted
360942,1,No Obstruction Noted
360942,2,No Obstruction Noted
360942,3,No Obstruction Noted
360943,1,No Obstruction Noted
360944,1,No Obstruction Noted
360945,1,No Obstruction Noted
360946,1,No Obstruction Noted
360947,1,No Obstruction Noted
360947,2,"Trees, Crops, Vegetation"
360948,1,No Obstruction Noted
360949,1,No Obstruction Noted
360950,1,No Obstruction Noted
360951,1,No Obstruction Noted
360952,1,No Obstruction Noted
360953,1,Reported as Unknown
360954,1,No Obstruction Noted
360954,2,No Obstruction Noted
360955,1,No Obstruction Noted
360956,1,No Obstruction Noted
360957,1,No Obstruction Noted
360957,2,No Obstruction Noted
360958,1,No Obstruction Noted
360959,1,No Obstruction Noted
360959,2,No Obstruction Noted
360960,1,No Obstruction Noted
360960,2,No Obstruction Noted
360961,1,No Obstruction Noted
360961,2,No Obstruction Noted
360962,1,No Obstruction Noted
360963,1,No Obstruction Noted
360964,1,Vision Obscured - No Details
360965,1,No Obstruction Noted
360966,1,No Obstruction Noted
360967,1,No Obstruction Noted
360968,1,No Obstruction Noted
360968,2,No Obstruction Noted
360969,1,No Obstruction Noted
360969,2,No Obstruction Noted
360970,1,No Obstruction Noted
360971,1,No Obstruction Noted
360972,1,No Obstruction Noted
360972,2,No Obstruction Noted
360972,3,No Obstruction Noted
360973,1,No Obstruction Noted
360973,2,No Obstruction Noted
360974,1,No Obstruction Noted
360975,1,No Obstruction Noted
360976,1,No Obstruction Noted
360977,1,No Obstruction Noted
360978,1,No Obstruction Noted
360979,1,No Obstruction Noted
360980,1,No Obstruction Noted
360981,1,No Obstruction Noted
360982,1,No Obstruction Noted
360983,1,No Obstruction Noted
360984,1,No Obstruction Noted
360984,2,No Obstruction Noted
360985,1,No Obstruction Noted
360986,1,No Obstruction Noted
360987,1,No Obstruction Noted
360987,2,No Obstruction Noted
360988,1,No Obstruction Noted
360988,2,No Obstruction Noted
360988,3,No Obstruction Noted
360989,1,No Obstruction Noted
360990,1,No Obstruction Noted
360991,1,No Obstruction Noted
360992,1,No Obstruction Noted
360993,1,No Obstruction Noted
360994,1,No Obstruction Noted
360995,1,No Obstruction Noted
360996,1,No Obstruction Noted
360997,1,No Obstruction Noted
360997,2,No Obstruction Noted
360997,3,No Obstruction Noted
361000,1,No Obstruction Noted
361001,1,No Obstruction Noted
361001,2,No Obstruction Noted
361002,1,No Obstruction Noted
361003,1,No Obstruction Noted
361004,1,No Obstruction Noted
361005,1,Other Visual Obstruction
361006,1,No Obstruction Noted
361006,2,No Obstruction Noted
361007,1,No Obstruction Noted
361008,1,No Obstruction Noted
361008,2,No Obstruction Noted
361009,1,No Obstruction Noted
361009,2,No Obstruction Noted
361010,1,No Obstruction Noted
361011,1,No Obstruction Noted
361012,1,No Obstruction Noted
361012,2,No Obstruction Noted
361014,1,No Obstruction Noted
361015,1,No Obstruction Noted
361015,2,No Driver Present/Unknown if Driver present
361015,3,No Driver Present/Unknown if Driver present
361015,4,No Obstruction Noted
361016,1,No Obstruction Noted
361016,2,No Obstruction Noted
361017,1,No Obstruction Noted
361017,2,No Obstruction Noted
361018,1,No Obstruction Noted
361019,1,No Obstruction Noted
361020,1,No Obstruction Noted
