st_case,veh_no,per_no,nmcc
261066,0,1,None Noted
270009,0,1,Failure to Yield Right-Of-Way
270009,0,1,"Dash - Run, No Visual Obstruction Noted"
270015,0,1,Failure to Yield Right-Of-Way
270015,0,1,Wrong-Way Riding or Walking
270017,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270018,0,1,Failure to Yield Right-Of-Way
270018,0,1,"Dash - Run, No Visual Obstruction Noted"
270018,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
270041,0,1,"Dash - Run, No Visual Obstruction Noted"
270044,0,1,Failure to Yield Right-Of-Way
270044,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270044,0,2,Failure to Yield Right-Of-Way
270044,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270060,0,1,Failure to Yield Right-Of-Way
270060,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270060,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270062,0,1,Failure to Yield Right-Of-Way
270062,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270116,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270116,0,1,Wrong-Way Riding or Walking
270133,0,1,Dart-Out - Visual Obstruction Noted
270133,0,2,Dart-Out - Visual Obstruction Noted
270134,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270135,0,1,None Noted
270136,0,1,Failure to Yield Right-Of-Way
270158,0,1,Reported as Unknown
270163,0,1,Failure to Yield Right-Of-Way
270163,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270163,0,1,"Inattentive (Talking, Eating, Etc.)"
270176,0,1,Wrong-Way Riding or Walking
270191,0,1,Failure to Yield Right-Of-Way
270191,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270202,0,1,Failure to Yield Right-Of-Way
270202,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270232,0,1,None Noted
270237,0,1,"Dash - Run, No Visual Obstruction Noted"
270243,0,1,Failure to Yield Right-Of-Way
270243,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
270243,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270270,0,1,None Noted
270271,0,1,Reported as Unknown
270282,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270282,0,1,Improper Turn/Merge
270293,0,1,"Dash - Run, No Visual Obstruction Noted"
270302,0,1,Failure to Yield Right-Of-Way
270302,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270313,0,1,Reported as Unknown
270320,0,1,Failure to Yield Right-Of-Way
270320,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270325,0,1,"Dash - Run, No Visual Obstruction Noted"
270325,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270326,0,1,"Dash - Run, No Visual Obstruction Noted"
270328,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270332,0,1,None Noted
270334,0,1,Reported as Unknown
270345,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270345,0,1,"Inattentive (Talking, Eating, Etc.)"
270345,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270351,0,1,Reported as Unknown
270369,0,1,Failure to Yield Right-Of-Way
270369,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
270378,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270378,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
270379,0,1,Reported as Unknown
270385,0,1,Reported as Unknown
270399,0,1,Reported as Unknown
270401,0,1,None Noted
270401,0,2,None Noted
270403,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
270408,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270411,0,1,Failure to Yield Right-Of-Way
270411,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270411,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270412,0,1,Reported as Unknown
270413,0,1,Failure to Yield Right-Of-Way
270413,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
270425,0,1,None Noted
270426,0,1,Wrong-Way Riding or Walking
270427,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
270434,0,1,Reported as Unknown
280009,0,1,Failure to Yield Right-Of-Way
280009,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280009,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280022,0,1,Failure to Yield Right-Of-Way
280022,0,1,Wrong-Way Riding or Walking
280022,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280026,0,1,Failure to Yield Right-Of-Way
280026,0,1,Wrong-Way Riding or Walking
280029,0,1,Failure to Yield Right-Of-Way
280029,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280037,0,1,Failure to Yield Right-Of-Way
280037,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280049,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280056,0,1,Failure to Yield Right-Of-Way
280056,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280056,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280066,0,1,Failure to Yield Right-Of-Way
280066,0,1,"Inattentive (Talking, Eating, Etc.)"
280066,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280077,0,1,Failure to Yield Right-Of-Way
280077,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280077,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280081,0,1,Wrong-Way Riding or Walking
280084,0,1,Failure to Yield Right-Of-Way
280084,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280086,0,1,Failure to Yield Right-Of-Way
280086,0,1,Wrong-Way Riding or Walking
280090,0,1,Failure to Yield Right-Of-Way
280090,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280091,0,1,Wrong-Way Riding or Walking
280097,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280100,0,1,Failure to Yield Right-Of-Way
280100,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280108,0,1,Failure to Yield Right-Of-Way
280118,0,1,Failure to Yield Right-Of-Way
280123,0,1,Failure to Yield Right-Of-Way
280123,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280135,0,1,Failure to Yield Right-Of-Way
280135,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280139,0,1,Failure to Yield Right-Of-Way
280139,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280139,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280144,0,1,Failure to Yield Right-Of-Way
280144,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280144,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280153,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280158,0,1,Failure to Yield Right-Of-Way
280604,0,1,Failure to Yield Right-Of-Way
280158,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280165,0,1,Failure to Yield Right-Of-Way
280165,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280166,0,1,Failure to Yield Right-Of-Way
280167,0,1,Reported as Unknown
280167,0,2,Reported as Unknown
280167,0,3,Reported as Unknown
280172,0,1,None Noted
280176,0,1,Failure to Yield Right-Of-Way
280176,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280180,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
280186,0,1,Failure to Yield Right-Of-Way
280186,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280187,0,1,Wrong-Way Riding or Walking
280195,0,1,Failure to Yield Right-Of-Way
280195,0,1,Wrong-Way Riding or Walking
280195,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280196,0,1,Failure to Yield Right-Of-Way
280196,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280198,0,1,Wrong-Way Riding or Walking
280199,0,1,None Noted
280205,0,1,Failure to Yield Right-Of-Way
280216,0,1,Failure to Yield Right-Of-Way
280216,0,1,Wrong-Way Riding or Walking
280219,0,1,Failure to Yield Right-Of-Way
280219,0,1,Wrong-Way Riding or Walking
280237,0,1,Failure to Yield Right-Of-Way
280237,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280238,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280245,0,1,Reported as Unknown
280272,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280278,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280284,0,1,Failure to Yield Right-Of-Way
280292,0,1,Failure to Yield Right-Of-Way
280302,0,1,Wrong-Way Riding or Walking
280302,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280305,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280314,0,1,Failure to Yield Right-Of-Way
280317,0,1,Failure to Yield Right-Of-Way
280320,0,1,Riding on Wrong Side of Road
280322,0,1,Failure to Yield Right-Of-Way
280323,0,1,Failure to Yield Right-Of-Way
280324,0,1,Failure to Yield Right-Of-Way
280327,0,1,Wrong-Way Riding or Walking
280327,0,2,Wrong-Way Riding or Walking
280331,0,1,Failure to Yield Right-Of-Way
280331,0,1,Wrong-Way Riding or Walking
280334,0,1,Failure to Yield Right-Of-Way
280336,0,1,Failure to Yield Right-Of-Way
280336,0,1,Wrong-Way Riding or Walking
280354,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280370,0,1,Wrong-Way Riding or Walking
280382,0,1,Reported as Unknown
280389,0,1,Reported as Unknown
280393,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280402,0,1,None Noted
280402,0,2,None Noted
280415,0,1,Failure to Yield Right-Of-Way
280420,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280447,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
280452,0,1,Failure to Yield Right-Of-Way
280452,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280458,0,1,None Noted
280471,0,1,Failure to Yield Right-Of-Way
280471,0,1,Wrong-Way Riding or Walking
280472,0,1,Failure to Yield Right-Of-Way
280481,0,1,None Noted
280486,0,1,None Noted
280492,0,1,Failure to Yield Right-Of-Way
280497,0,1,None Noted
280498,0,1,Reported as Unknown
280505,0,1,None Noted
280511,0,1,Wrong-Way Riding or Walking
280521,0,1,Failure to Yield Right-Of-Way
280521,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280530,0,1,"Dash - Run, No Visual Obstruction Noted"
280540,0,1,Failure to Yield Right-Of-Way
280547,0,1,Failure to Yield Right-Of-Way
280551,0,1,Failure to Yield Right-Of-Way
280551,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280556,0,1,Failure to Yield Right-Of-Way
280569,0,1,Failure to Yield Right-Of-Way
280578,0,1,Failure to Yield Right-Of-Way
280587,0,1,None Noted
280595,0,1,None Noted
280617,0,1,Failure to Yield Right-Of-Way
280626,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
280637,0,1,Failure to Yield Right-Of-Way
280637,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280640,0,1,Failure to Yield Right-Of-Way
280640,0,1,"Dash - Run, No Visual Obstruction Noted"
280640,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
280642,0,1,None Noted
280644,0,1,Reported as Unknown
280647,0,1,Failure to Yield Right-Of-Way
280648,0,1,Reported as Unknown
280659,0,1,Failure to Yield Right-Of-Way
280659,0,1,Wrong-Way Riding or Walking
280662,0,1,None Noted
280665,0,1,Failure to Yield Right-Of-Way
280665,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290004,0,1,Failure to Yield Right-Of-Way
290004,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290004,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290004,0,1,Other (Specify:)
290015,0,1,Failure to Yield Right-Of-Way
290015,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290015,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290019,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290021,0,1,Failure to Yield Right-Of-Way
290021,0,1,Entering/Exiting Parked or Stopped Vehicle
290028,0,1,Failure to Yield Right-Of-Way
290028,0,1,"Inattentive (Talking, Eating, Etc.)"
290028,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290036,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290039,0,1,Failure to Yield Right-Of-Way
290041,0,1,Failure to Yield Right-Of-Way
290041,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290044,0,1,Other (Specify:)
290056,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
290056,0,1,Entering/Exiting Parked or Stopped Vehicle
290065,0,1,Failure to Yield Right-Of-Way
290065,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290078,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290082,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290099,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290099,0,1,"Inattentive (Talking, Eating, Etc.)"
290104,0,1,Failure to Yield Right-Of-Way
290104,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290107,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290123,0,1,Failure to Yield Right-Of-Way
290123,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290124,0,1,None Noted
290131,0,1,Failure to Yield Right-Of-Way
290131,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290148,0,1,Failure to Yield Right-Of-Way
290151,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290157,0,1,Failure to Yield Right-Of-Way
290157,0,1,"Inattentive (Talking, Eating, Etc.)"
290167,0,1,Failure to Yield Right-Of-Way
290167,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
290167,0,1,"Dash - Run, No Visual Obstruction Noted"
290176,0,1,Failure to Yield Right-Of-Way
290176,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290176,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290183,0,1,None Noted
290188,0,1,Failure to Yield Right-Of-Way
290200,0,1,Failure to Yield Right-Of-Way
290210,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290215,0,1,Failure to Yield Right-Of-Way
290215,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290216,0,1,Failure to Yield Right-Of-Way
290216,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290218,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290220,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290229,0,1,None Noted
290230,0,1,None Noted
290232,0,1,"Inattentive (Talking, Eating, Etc.)"
290254,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290257,0,1,Failure to Yield Right-Of-Way
290264,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290272,0,1,Failure to Yield Right-Of-Way
290272,0,1,Wrong-Way Riding or Walking
290276,0,1,Failure to Yield Right-Of-Way
290276,0,1,"Inattentive (Talking, Eating, Etc.)"
290286,0,1,None Noted
290291,0,1,Dart-Out - Visual Obstruction Noted
290291,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290300,0,1,None Noted
290323,0,1,Failure to Yield Right-Of-Way
290327,0,1,Failure to Yield Right-Of-Way
290327,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290335,0,1,Wrong-Way Riding or Walking
290341,0,1,None Noted
290345,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290357,0,1,Failure to Yield Right-Of-Way
290357,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290371,0,1,None Noted
290385,0,1,Failure to Yield Right-Of-Way
290390,0,1,Failure to Keep in Proper Lane or Running Off Road
290403,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290408,0,1,Dart-Out - Visual Obstruction Noted
290408,0,1,"Inattentive (Talking, Eating, Etc.)"
290408,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290415,0,1,Wrong-Way Riding or Walking
290415,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290420,0,1,Failure to Yield Right-Of-Way
290423,0,1,None Noted
290426,0,1,Failing to Have Lights on When Required
290426,0,1,Operating Without Required Equipment
290427,0,1,Reported as Unknown
290448,0,1,None Noted
290450,0,1,Failure to Yield Right-Of-Way
290456,0,1,Failure to Yield Right-Of-Way
290472,0,1,Failure to Yield Right-Of-Way
290474,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290478,0,1,Failure to Yield Right-Of-Way
290480,0,1,Failure to Yield Right-Of-Way
290487,0,1,Wrong-Way Riding or Walking
290496,0,1,None Noted
290496,0,2,None Noted
290496,0,3,None Noted
290496,0,4,None Noted
290496,0,5,None Noted
290496,0,6,None Noted
290496,0,7,None Noted
290496,0,8,None Noted
290496,0,9,None Noted
290496,0,10,None Noted
290496,0,11,None Noted
290496,0,12,None Noted
290496,0,13,None Noted
290496,0,14,None Noted
290496,0,15,None Noted
290496,0,16,None Noted
290496,0,17,None Noted
290496,0,18,None Noted
290496,0,19,None Noted
290496,0,20,None Noted
290496,0,21,None Noted
290496,0,22,None Noted
290496,0,23,None Noted
290496,0,24,None Noted
290496,0,25,None Noted
290496,0,26,None Noted
290496,0,27,None Noted
290496,0,28,None Noted
290496,0,29,None Noted
290496,0,30,None Noted
290496,0,31,None Noted
290496,0,32,None Noted
290496,0,33,None Noted
290496,0,34,None Noted
290496,0,35,None Noted
290496,0,36,None Noted
290496,0,37,None Noted
290496,0,38,None Noted
290496,0,39,None Noted
290496,0,40,None Noted
290496,0,41,None Noted
290496,0,42,None Noted
290496,0,43,None Noted
290496,0,44,None Noted
290496,0,45,None Noted
290496,0,46,None Noted
290496,0,47,None Noted
290496,0,48,None Noted
290496,0,49,None Noted
290496,0,50,None Noted
290496,0,51,None Noted
290496,0,52,None Noted
290496,0,53,None Noted
290496,0,54,None Noted
290496,0,55,None Noted
290496,0,56,None Noted
290496,0,57,None Noted
290496,0,58,None Noted
290496,0,59,None Noted
290496,0,60,None Noted
290496,0,61,None Noted
290496,0,62,None Noted
290496,0,63,None Noted
290496,0,64,None Noted
290496,0,65,None Noted
290496,0,66,None Noted
290496,0,67,None Noted
290496,0,68,None Noted
290496,0,69,None Noted
290496,0,70,None Noted
290496,0,71,None Noted
290496,0,72,None Noted
290496,0,73,None Noted
290500,0,1,Improper or Erratic Lane Changing
290504,0,1,Failure to Yield Right-Of-Way
290504,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290543,0,1,Failure to Yield Right-Of-Way
290543,0,1,"Inattentive (Talking, Eating, Etc.)"
290543,0,1,"Dash - Run, No Visual Obstruction Noted"
290548,0,1,Failure to Yield Right-Of-Way
290550,0,1,Failure to Yield Right-Of-Way
290552,0,1,Failure to Yield Right-Of-Way
290554,0,1,Failure to Yield Right-Of-Way
290554,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290554,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
290557,0,1,Failure to Yield Right-Of-Way
290557,0,1,"Dash - Run, No Visual Obstruction Noted"
290565,0,1,Failure to Yield Right-Of-Way
290566,0,1,Failure to Yield Right-Of-Way
290582,0,1,None Noted
290583,0,1,None Noted
290587,0,1,Failure to Yield Right-Of-Way
290592,0,1,Failure to Yield Right-Of-Way
290592,0,1,Other (Specify:)
290603,0,1,Failure to Yield Right-Of-Way
290609,0,1,Failure to Yield Right-Of-Way
290612,0,1,None Noted
290617,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290645,0,1,Failure to Yield Right-Of-Way
290654,0,1,Failure to Yield Right-Of-Way
290654,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290656,0,1,"Inattentive (Talking, Eating, Etc.)"
290662,0,1,Wrong-Way Riding or Walking
290670,0,1,Reported as Unknown
290674,0,1,Failure to Yield Right-Of-Way
290674,0,1,"Dash - Run, No Visual Obstruction Noted"
290680,0,1,"Inattentive (Talking, Eating, Etc.)"
290690,0,1,None Noted
290693,0,1,Failure to Yield Right-Of-Way
290702,0,1,Reported as Unknown
290706,0,1,None Noted
290706,0,2,None Noted
290711,0,1,Failure to Yield Right-Of-Way
290711,0,1,"Dash - Run, No Visual Obstruction Noted"
290711,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290716,0,1,Failure to Yield Right-Of-Way
290724,0,1,Failure to Yield Right-Of-Way
290724,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290726,0,1,None Noted
290728,0,1,None Noted
290730,0,1,None Noted
290737,0,1,Reported as Unknown
290748,0,1,Making Improper Entry to or Exit From Trafficway
290755,0,1,Reported as Unknown
290758,0,1,Dart-Out - Visual Obstruction Noted
290758,0,1,Failure to Yield Right-Of-Way
290758,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
290758,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290763,0,1,Failure to Yield Right-Of-Way
290763,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290767,0,1,Failure to Yield Right-Of-Way
290767,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290770,0,1,Wrong-Way Riding or Walking
290775,0,1,Reported as Unknown
290784,0,1,Failure to Yield Right-Of-Way
290793,0,1,None Noted
290803,0,1,Failure to Yield Right-Of-Way
290809,0,1,None Noted
290817,0,1,Failure to Yield Right-Of-Way
290817,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290831,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290855,0,1,Failure to Yield Right-Of-Way
290855,0,1,"Dash - Run, No Visual Obstruction Noted"
290859,0,1,Failure to Yield Right-Of-Way
290865,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290865,0,1,"Inattentive (Talking, Eating, Etc.)"
290869,0,1,Failure to Yield Right-Of-Way
290869,0,1,"Inattentive (Talking, Eating, Etc.)"
290869,0,1,Wrong-Way Riding or Walking
290871,0,1,Failure to Yield Right-Of-Way
290871,0,1,"Dash - Run, No Visual Obstruction Noted"
290874,0,1,Failure to Yield Right-Of-Way
290874,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290875,0,1,Failure to Yield Right-Of-Way
290875,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
290875,0,1,"Dash - Run, No Visual Obstruction Noted"
290876,0,1,Failure to Yield Right-Of-Way
290876,0,1,"Dash - Run, No Visual Obstruction Noted"
290876,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290877,0,1,Failure to Yield Right-Of-Way
290877,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
290881,0,1,Wrong-Way Riding or Walking
290883,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290896,0,1,Failure to Yield Right-Of-Way
290900,0,1,Failure to Yield Right-Of-Way
290901,0,1,Reported as Unknown
290918,0,1,Failure to Yield Right-Of-Way
290919,0,1,Failure to Yield Right-Of-Way
290919,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290925,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290935,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290935,0,1,Other (Specify:)
290937,0,1,Failure to Yield Right-Of-Way
290937,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290938,0,1,Failure to Yield Right-Of-Way
290938,0,1,"Dash - Run, No Visual Obstruction Noted"
290938,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290944,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290944,0,1,"Inattentive (Talking, Eating, Etc.)"
290947,0,1,None Noted
290947,0,2,None Noted
290951,0,1,Failure to Yield Right-Of-Way
290951,0,1,"Dash - Run, No Visual Obstruction Noted"
290951,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290954,0,1,Failure to Yield Right-Of-Way
290954,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290956,0,1,Failure to Yield Right-Of-Way
290956,0,1,"Inattentive (Talking, Eating, Etc.)"
290956,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
290974,0,1,Failure to Yield Right-Of-Way
290974,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
290979,0,1,Wrong-Way Riding or Walking
290986,0,1,Failure to Yield Right-Of-Way
290986,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
300006,0,1,None Noted
300007,0,1,Failure to Yield Right-Of-Way
300007,0,1,Wrong-Way Riding or Walking
300007,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300009,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300016,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
300016,0,1,Entering/Exiting Parked or Stopped Vehicle
300048,0,1,None Noted
300070,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300070,0,1,Other (Specify:)
300070,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
300070,0,2,Other (Specify:)
300116,0,1,Failure to Yield Right-Of-Way
300116,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300138,0,1,Failure to Yield Right-Of-Way
300138,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
300141,0,1,Wrong-Way Riding or Walking
300141,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300143,0,1,None Noted
300143,0,2,None Noted
300149,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
300149,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300154,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
300154,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300157,0,1,Failure to Yield Right-Of-Way
300157,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300158,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300159,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
300169,0,1,Wrong-Way Riding or Walking
300171,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
300175,0,1,Failure to Yield Right-Of-Way
300175,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
300178,0,1,None Noted
300185,0,1,None Noted
310007,0,1,Failure to Yield Right-Of-Way
310007,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
310024,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
310034,0,1,Failure to Yield Right-Of-Way
310034,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
310040,0,1,Reported as Unknown
310040,0,2,Reported as Unknown
310040,0,3,Reported as Unknown
310040,0,4,Reported as Unknown
310040,0,5,Reported as Unknown
310040,0,6,Reported as Unknown
310040,0,7,Reported as Unknown
310040,0,8,Reported as Unknown
310040,0,9,Reported as Unknown
310040,0,10,Reported as Unknown
310040,0,11,Reported as Unknown
310040,0,12,Reported as Unknown
310040,0,13,Reported as Unknown
310040,0,14,Reported as Unknown
310040,0,15,Reported as Unknown
310040,0,16,Reported as Unknown
310040,0,17,Reported as Unknown
310040,0,18,Reported as Unknown
310040,0,19,Reported as Unknown
310040,0,20,Reported as Unknown
310045,0,1,Failure to Yield Right-Of-Way
310045,0,1,Wrong-Way Riding or Walking
310045,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
310055,0,1,"Inattentive (Talking, Eating, Etc.)"
310055,0,1,Wrong-Way Riding or Walking
310066,0,1,Failure to Yield Right-Of-Way
310066,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
