ST_CASE,VEH_NO,DRIVER_DISTRACTION
440018,1,Not Distracted
440019,1,Not Distracted
440019,2,Reported as Unknown if Distracted
440020,1,Reported as Unknown if Distracted
440021,1,Not Distracted
440021,2,Not Distracted
440022,1,Reported as Unknown if Distracted
440022,2,Reported as Unknown if Distracted
440023,1,Reported as Unknown if Distracted
440024,1,Reported as Unknown if Distracted
440025,1,Not Distracted
440026,1,Reported as Unknown if Distracted
440027,1,
440028,1,Reported as Unknown if Distracted
440029,1,Reported as Unknown if Distracted
440030,1,Not Distracted
440031,1,Reported as Unknown if Distracted
440032,1,Not Distracted
440032,2,Not Distracted
440033,1,Not Distracted
440033,2,Not Distracted
440034,1,Reported as Unknown if Distracted
440035,1,Not Distracted
440036,1,Reported as Unknown if Distracted
440037,1,Reported as Unknown if Distracted
440037,2,Not Distracted
440037,3,Not Distracted
440038,1,Reported as Unknown if Distracted
440039,1,Reported as Unknown if Distracted
440039,2,Not Distracted
440039,3,Not Distracted
440040,1,Not Distracted
440041,1,Not Distracted
440042,1,Reported as Unknown if Distracted
440042,2,Not Distracted
440043,1,Reported as Unknown if Distracted
440044,1,Not Distracted
440045,1,Not Distracted
440046,1,Reported as Unknown if Distracted
440047,1,Not Distracted
440047,2,Not Distracted
440048,1,Reported as Unknown if Distracted
440049,1,Reported as Unknown if Distracted
440050,1,Reported as Unknown if Distracted
440051,1,Reported as Unknown if Distracted
450001,1,
450002,1,
450003,1,
450004,1,
450005,1,
450006,1,Distraction/Inattention
450006,2,
450006,3,
450006,4,
450006,5,
450007,1,
450008,1,
450008,2,
450009,1,
450010,1,
450011,1,
450012,1,
450013,1,
450014,1,
450015,1,
450015,2,
450016,1,
450016,2,
450017,1,
450017,2,
450018,1,
450018,2,
450019,1,
450019,2,
450020,1,
450021,1,
450022,1,
450023,1,
450024,1,
450024,2,
450025,1,
450026,1,
450026,2,
450027,1,
450027,2,
450027,3,
450027,4,Distraction/Inattention
450028,1,
450029,1,
450030,1,
450031,1,
450031,2,
450032,1,
450033,1,
450034,1,
450035,1,
450036,1,
450036,2,
450036,3,
450037,1,
450037,2,
450038,1,
450038,2,
450039,1,
450039,2,
450040,1,
450040,2,
450041,1,
450042,1,
450043,1,
450043,2,
450043,3,
450043,4,
450044,1,
450045,1,
450045,2,
450046,1,
450046,2,
450047,1,
450047,2,
450048,1,
450049,1,
450049,2,
450050,1,
450051,1,
450051,2,
450052,1,
450053,1,
450054,1,
450054,2,
450055,1,
450055,2,
450056,1,
450057,1,
450058,1,
450059,1,
450060,1,
450061,1,
450062,1,
450062,2,
450063,1,
450064,1,
450064,2,
450065,1,
450065,2,
450066,1,
450066,2,
450066,3,
450067,1,
450068,1,
450069,1,
450070,1,
450070,2,
450070,3,
450071,1,
450072,1,Distraction/Inattention
450072,2,
450072,3,
450073,1,
450074,1,
450075,1,
450075,2,
450076,1,
450077,1,
450078,1,
450078,2,Distraction/Inattention
450079,1,
450079,2,
450080,1,
450081,1,
450081,2,
450082,1,
450082,2,
450083,1,
450083,2,
450084,1,
450085,1,
450086,1,
450087,1,
450088,1,
450089,1,
450090,1,
450091,1,
450092,1,
450093,1,
450094,1,
450094,2,Distraction/Inattention
450095,1,
450096,1,
450097,1,
450097,2,
450098,1,
450098,2,
450098,3,
450099,1,
450100,1,
450100,2,
450101,1,
450101,2,
450102,1,
450103,1,
450104,1,
450105,1,
450106,1,
450107,1,
450108,1,
450108,2,
450109,1,
450110,1,
450110,2,
450111,1,
450112,1,
450112,2,
450113,1,
450113,2,
450114,1,
450114,2,
450114,3,
450115,1,
450116,1,
450117,1,
450118,1,
450118,2,
450119,1,
450120,1,
450121,1,
450122,1,
450122,2,
450123,1,
450124,1,
450125,1,
450126,1,
450127,1,
450128,1,
450129,1,
450130,1,
450130,2,
450131,1,
450131,2,
450131,3,
450132,1,
450132,2,
450133,1,
450133,2,
450134,1,
450135,1,
450135,2,
450136,1,
450136,2,
450137,1,
450137,2,
450138,1,
450139,1,
450140,1,
450140,2,
450141,1,
450142,1,
450142,2,
450143,1,
450144,1,
450145,1,
450146,1,
450147,1,
450148,1,
450149,1,
450150,1,
450151,1,
450152,1,
450153,1,
450153,2,
450154,1,
450155,1,
450156,1,
450156,2,Distraction/Inattention
450157,1,Distraction/Inattention
450158,1,
450159,1,
450159,2,
450160,1,
450160,2,
450161,1,
450161,2,
450162,2,Distraction/Inattention
450163,1,
450163,2,
450164,1,
450164,2,
450165,1,
450166,1,
450167,1,
450168,1,
450169,1,
450170,1,
450171,1,
450171,2,
450172,1,
450172,2,
450173,1,
450173,2,
450174,1,
450174,2,
450174,3,
450175,1,
450176,1,
450176,2,
450177,1,
450178,1,
450179,1,
450180,1,
450180,2,
450181,1,
450182,1,
450182,2,
450183,1,
450183,2,
450184,1,
450184,2,
450184,3,
450185,1,
450186,1,
450186,2,
450187,1,
450188,1,
450189,1,
450190,1,
450190,2,
450191,1,
450192,1,
450193,1,Distraction/Inattention
450193,2,
450194,1,
450194,2,
450195,1,
450196,1,
450197,1,
450197,2,
450198,1,
450199,1,
450199,2,
450200,1,
450200,2,
450200,3,
450201,1,
450201,2,
450201,3,
450202,1,
450202,2,
450203,1,
450204,1,
450205,1,
450206,1,
450207,1,
450208,1,
450209,1,
450209,2,
450210,1,
450210,2,
450211,1,
450211,2,
450212,1,
450213,1,
450213,2,
450214,1,
450214,2,
450215,1,
450215,2,
450215,3,
450216,1,
450216,2,Other Mobile Phone Related
450216,3,
450216,4,
450217,2,
450218,1,
450219,1,
450219,2,
450219,3,
450220,1,
450220,2,
450221,1,
450221,2,
450222,1,
450222,2,
450223,1,
450224,1,
450225,1,
450225,2,
450226,1,
450226,2,
450227,1,
450227,2,
450228,1,
450228,2,
450229,1,
450229,2,
450230,1,
450231,1,
450232,1,
450233,1,
450234,1,
450235,1,
450236,1,Distraction/Inattention
450237,1,
450238,1,
450239,1,
450240,1,
450240,2,
450241,1,
450242,1,
450243,1,
450243,2,
450244,1,
450244,2,
450245,1,
450245,2,
450245,3,
450246,1,
450247,1,
450248,1,
450249,1,
450249,2,
450250,1,
450250,2,
450251,1,
450252,1,
450253,1,
450253,2,
450254,1,
450254,2,
450255,1,
450256,1,
450257,1,
450257,2,
450258,1,
450259,1,
450260,1,
450261,1,
450261,2,
450261,3,
450262,1,
450262,2,
450263,1,
450263,2,
450264,1,
450264,2,
450265,1,
450266,1,
450267,1,
450267,2,
450268,1,
450269,1,
450270,1,
450271,1,
450271,2,
450272,1,
450273,1,
450273,2,
450274,1,
450275,1,
450275,2,
450277,1,
450277,2,
450278,1,
450279,1,
450279,2,
450280,1,
450281,1,
450281,2,
450282,1,
450282,2,
450283,1,
450283,2,
450284,2,
450285,1,
450286,1,
450287,1,
450288,1,
450289,1,
450290,1,
450291,1,
450292,1,
450292,2,
450293,1,
450293,2,
450294,1,
450294,2,
450294,3,
450294,4,
450295,1,
450296,1,
450297,1,
450297,2,
450298,1,
450299,1,
450300,1,
450300,2,
450301,1,
450302,1,
450303,1,
450304,1,
450304,2,
450305,1,
450305,2,
450306,1,
450306,2,
450306,3,
450307,1,
450308,1,
450308,2,
450309,1,
450310,1,
450310,2,
450310,3,
450311,1,
450312,1,
450313,1,
450313,2,
450314,1,
450314,2,
450315,1,
450315,2,
450316,1,
450316,2,
450317,1,
450318,1,
450319,1,
450320,1,
450320,2,
450320,3,
450321,1,
450322,1,
450322,2,
450323,1,
450324,1,
450324,2,
450325,1,
450326,1,
450326,2,
450326,3,
450327,1,
450328,1,
450329,1,
450330,1,
450331,1,
450332,1,
450333,1,
450334,1,
450335,1,
450336,1,
450336,2,
450337,1,
450338,1,
450339,1,
450340,1,
450340,2,
450341,1,
450342,1,
450343,1,
450344,1,
450345,1,
450346,1,
450346,2,
450346,3,
450347,1,
450348,1,
450349,1,
450349,2,
450350,1,
450351,1,
450352,1,
450352,2,
450353,1,
450354,1,
450354,2,
450355,1,
450355,2,
450356,1,
450357,1,
450358,1,
450359,1,
450360,1,
450360,2,
450361,1,
450361,2,
450361,3,
450362,1,
450363,1,
450363,2,
450364,1,
450365,1,
450365,2,
450366,1,
450366,2,
450367,1,
450367,2,
450368,1,
450368,2,
450369,1,
450370,1,
450371,1,
450372,1,
450373,1,
450374,1,
450375,1,
450376,1,
450376,2,
450377,1,
450377,2,
450377,3,
450378,1,
450378,2,
450379,1,
450380,1,
450381,1,
450382,1,Distraction/Inattention
450382,2,
450382,3,
450382,4,
450382,5,
450383,1,
450383,2,
450383,3,
450384,1,
450384,2,
450386,1,
450387,1,
450388,1,
450388,2,
450389,1,
450390,1,
450391,1,
450392,1,
450393,1,
450393,2,
450394,1,
450395,1,
450395,2,
450396,1,
450396,2,
450397,1,
450398,1,
450398,2,
450399,1,
450399,2,
450400,1,
450401,1,
450401,2,
450402,1,
450403,1,
450404,1,
450404,2,
450405,1,
450405,2,
450406,1,
450407,1,
450408,1,
450408,2,
450409,1,
450410,1,
450410,2,
450411,1,
450412,1,
450413,1,
450414,1,
450414,2,
450415,1,
450415,2,
450416,1,
450416,2,
450417,1,
450418,1,
450419,1,
450419,2,
450420,1,
450420,2,
450421,1,
450421,2,
450422,1,
450423,1,
450424,1,
450424,2,
450425,1,
450426,1,
450426,2,
450427,1,
450428,1,
450428,2,
450428,3,
450429,1,
450429,2,
450430,1,
450431,1,
450431,2,
450432,1,
450432,2,
450433,1,
450433,2,
450434,1,
450435,1,
450436,1,
450436,2,
450436,3,
450438,1,
450439,1,
450439,2,
450439,3,
450440,1,
450441,1,
450442,1,
450443,1,
450443,2,
450444,1,
450444,2,
450444,3,
450445,1,
450446,1,
450447,1,
450448,1,
450448,2,
450449,1,
450450,1,
450451,1,
450452,1,
450452,2,
450453,1,
450453,2,
450454,1,Distraction/Inattention
450455,1,
450455,2,
450456,1,
450456,2,
450457,1,
450457,2,
450458,1,
450460,1,
450461,1,
450462,1,
450462,2,
450463,1,
450463,2,
450464,1,
450465,1,
450465,2,
450466,1,
450467,1,
450467,2,
450468,1,
450469,1,
450469,2,
450470,1,
450470,2,
450470,3,
450471,1,
450472,1,
450473,1,
450474,1,
450475,1,
450475,2,
450476,1,
450477,1,
450477,2,
450478,1,
450478,2,
450479,1,
450480,1,
450480,2,
450481,1,
450482,1,
450483,1,
450484,1,
450484,2,Distraction/Inattention
450485,1,
450486,1,
450486,2,
450487,1,
450487,2,Distraction/Inattention
450487,3,
450488,1,
450489,1,
450489,2,
450490,2,
450490,3,
450491,1,
450492,1,
450492,2,
450493,1,
450493,2,
450494,1,
450494,2,
450495,1,
450495,2,
450495,3,
450495,4,
450496,1,
450497,1,
450497,2,
450497,3,
450498,1,
450498,2,
450498,3,
450499,1,
450500,1,
450500,2,
450501,1,
450502,1,
450503,1,
450503,2,
450504,1,
450504,2,
450505,1,
450505,2,
450506,1,
450507,1,
450508,1,
450508,2,
450509,1,
450510,1,
450510,2,
450511,1,
450512,1,
450512,2,
450513,1,
450513,2,
450514,1,
450514,2,
450515,1,
450515,2,
450515,3,
450516,1,
450517,1,
450518,1,
450519,1,
450520,1,
450521,1,
450521,2,
450522,1,
450522,2,
450523,1,
450524,1,
450525,1,
450525,2,
450525,3,
450526,1,
450526,2,
450527,1,
450528,1,
450528,2,
450529,1,
450530,1,
450530,2,
450530,3,
450531,1,
450531,2,
450531,3,
450532,1,
450532,2,
450533,1,
450533,2,
450534,1,
450534,2,
450535,1,
450535,2,
450536,1,
450536,2,
450537,1,
450538,1,
450539,1,
450540,1,
450541,1,
450542,1,
450543,1,
450544,1,
450545,1,
450546,1,
450546,2,
450547,1,
450548,1,
450549,1,
450550,1,
450550,2,
450550,3,
450550,4,
450550,5,Distraction/Inattention
450551,1,
450552,1,
450553,1,
450553,2,
450554,1,
450555,1,
450556,1,Distraction/Inattention
450557,1,
450558,1,
450559,1,
450559,2,
450560,1,
450560,2,
450560,3,
450560,4,
450560,5,
450561,1,
450561,2,
450561,3,Distraction/Inattention
450562,1,
450562,2,
450563,1,
450564,1,
450565,1,
450566,1,
450566,2,
450567,1,
450567,2,
450567,3,
450568,1,
450568,2,
450569,1,
450569,2,
450569,3,
450570,1,
450570,2,
450570,3,
450571,1,
450572,1,
450573,1,
450574,1,
450575,1,
450575,2,
450576,1,
450576,2,
450577,1,
450577,2,
450578,1,
450579,1,
450579,2,
450580,1,
450582,1,
450583,1,
450583,2,
450584,1,
450584,2,
450585,1,
450586,1,
450586,2,
450587,1,
450588,1,
450588,2,
450588,3,
450589,1,
450589,2,
450590,1,
450591,1,
450592,1,
450592,2,
450593,1,
450594,1,
450594,2,
450595,1,
450596,1,
450597,1,
450598,1,
450599,1,
450600,1,
450600,2,
450601,1,
450601,2,
450602,1,
450603,1,
450604,1,
450605,1,
450605,2,Distraction/Inattention
450606,1,
450607,1,
450607,2,
450607,3,
450608,1,
450609,1,
450610,1,
450610,2,
450611,1,Distraction/Inattention
450612,1,
450613,1,
450613,2,
450614,1,
450615,1,
450616,1,
450617,1,
450618,1,
450618,2,
450619,1,
450620,1,
450621,1,
450621,2,
450622,1,
450622,2,
450623,1,
450623,2,
450624,1,
450625,1,
450626,1,
450626,2,
450627,1,
450627,2,
450628,1,
450628,2,
450629,1,
450630,1,
450630,2,
450631,1,
450632,1,
450633,1,
450634,1,
450634,2,
450634,3,
450635,1,
450635,2,
450636,1,
450636,2,
450637,1,
450638,1,
450639,1,
450640,1,
450641,1,
450642,1,
450643,1,
450643,2,
450644,1,
450645,1,
450645,2,
450646,1,
450647,1,
450648,1,
450648,2,
450649,1,
450650,1,
450651,1,
450652,1,
450653,1,
450654,1,
450654,2,
450655,1,
450656,1,
450657,1,
450658,1,
450658,2,
450659,1,
450660,1,
450660,2,
450661,1,
450662,1,
450663,1,
450664,1,
450665,1,Distraction/Inattention
450666,1,
450667,1,
450668,1,
450669,1,
450669,2,
450670,1,
450670,2,
450671,1,
450671,2,
450672,1,
450672,2,
450673,1,
450674,1,
450675,1,
450676,1,
450676,2,
450677,1,
450677,2,
450678,1,
450678,2,
450679,1,
450679,2,
450680,1,
450682,1,
450682,2,
450683,1,While Talking or Listening to Mobile Phone
450684,1,
450684,2,
450685,1,
450685,2,
450686,1,
450687,1,
450688,1,
450689,1,
450690,1,
450690,2,"Inattention (Inattentive), Details Unknown"
450691,1,
450692,1,
450693,1,
450694,1,
450694,2,
450695,1,
450696,1,
450696,2,
450697,1,
450698,1,
450698,2,
450699,1,
450700,1,
450701,1,
450701,2,
450702,1,
450703,1,
450704,1,
450705,1,
450706,1,
450706,2,
450707,1,
450707,2,
450708,1,
450708,2,
450709,1,
450709,2,
450710,1,
450711,1,
450712,1,
450712,2,
450713,1,
450714,1,
450714,2,
450715,1,
450715,2,
450716,1,
450716,2,
450717,1,Distraction/Inattention
450718,1,
450719,1,
450720,1,
450720,2,
450721,1,
450722,1,
450723,1,
450723,2,
450724,1,
450725,1,
450725,2,
450726,1,While Manipulating Mobile Phone
450727,1,
450728,1,
450729,1,
450730,1,
450730,2,
450731,1,Distraction/Inattention
450731,2,
450731,3,
450732,1,
450733,1,
450733,2,
450734,1,
450734,2,
450735,1,
450735,2,
450736,1,
450736,2,
450737,1,
450738,1,
450739,1,Distraction/Inattention
450739,2,
450740,1,
450741,1,
450741,2,
450742,1,
450742,2,
450743,1,
450743,2,
450744,1,
450745,1,
450746,1,
450747,1,
450748,1,
450749,1,
450749,2,
450750,1,
450751,1,
450751,2,
450751,3,
450752,1,
450753,1,
450754,1,
450754,2,
450755,1,
450755,2,
450756,1,
450757,1,
450758,1,
450759,1,
450760,1,
450761,1,
450762,1,
450763,1,
450763,2,
450763,3,
450764,1,
450764,2,
450765,1,
450766,1,
450766,2,
450767,1,
450767,2,
450767,3,
450768,1,
450769,1,
450770,1,
450770,2,Distraction/Inattention
450771,1,
450771,2,
450772,1,
450773,1,
450774,1,
450775,1,
450776,1,
450777,1,
450777,2,
450778,1,
450779,1,
450779,2,
450780,1,
450780,2,
450781,1,
450782,1,
450783,1,
450783,2,
450784,1,
450785,1,
450785,2,
450786,1,
450787,1,
450788,1,
450789,1,
450790,1,
450791,1,
450792,1,
450793,1,
450794,1,
450795,1,
450795,2,
450796,1,
450796,2,
450797,1,
450798,1,
450798,2,
450799,1,
450800,1,
450801,1,
450801,2,
450803,1,
450804,1,
450804,2,
450805,1,
450806,1,
450807,1,
450808,1,
450809,1,
450810,1,
450811,1,Distraction/Inattention
450812,1,
450812,2,
450813,1,
450813,2,
450814,1,
450815,1,
450816,1,
450816,2,
450817,1,
450818,1,
450818,2,
450819,1,
450820,1,
450821,1,
450821,2,
450822,1,
450822,2,
450822,3,
450822,4,
450823,1,
450824,1,
450824,2,
450825,1,
450826,1,
450827,1,
450828,1,Distraction/Inattention
450828,2,Distraction/Inattention
450829,1,
450830,1,
450830,2,
450831,1,
450832,1,
450832,2,
450833,1,
450833,2,
450834,1,
450835,1,
450836,1,
450837,1,
450838,1,
450839,1,
450839,2,
450840,1,
450841,1,
450842,1,
450842,2,
450843,1,
450844,1,
450844,2,
450845,1,
450846,1,
450847,1,
450847,2,
450848,1,
450849,1,
450850,1,
450851,1,
450852,1,
450853,1,
450853,2,
450853,3,
450854,1,
450854,2,
450855,1,
450855,2,
450856,1,
450857,1,
450858,1,
450859,1,
450860,1,
450861,1,
450861,2,
450862,1,
450863,1,
450864,1,
450865,1,
450866,1,
450866,2,
450867,1,
450867,2,
450867,3,
450868,1,
450869,1,
450870,1,
450870,2,
450871,1,
450871,2,
450872,1,
450872,2,
450873,1,
450874,2,
450875,1,
450875,2,
450876,1,
450877,1,
450877,2,
450878,1,
450879,1,
450880,1,
450880,2,
450881,1,
450881,2,
450882,1,
450882,2,
450883,1,
450884,1,
450885,1,
450885,2,
450886,1,
450886,2,
450887,1,
450888,1,
450889,1,
450890,1,
450890,2,
450891,1,
450892,1,
450893,1,
450894,1,
450895,1,
450895,2,
450896,1,
450897,1,
450897,2,
450898,1,
450899,1,
450900,1,
450901,1,
450902,1,
450902,2,
450903,1,
450903,2,
450904,1,
450904,2,
450905,1,
450906,1,
450906,2,
450907,1,
450907,2,
450908,1,
450909,1,
450909,2,
450910,1,
450911,1,
450912,1,
450913,1,
450914,1,
450914,2,
450915,1,
450916,1,
450916,2,
450917,1,Distraction/Inattention
450918,1,
450918,2,
450919,1,
450919,2,
450920,1,
450920,2,
450921,1,
450922,1,
450923,1,
450923,2,
450923,3,
450924,1,
450924,2,
450925,1,
450926,1,
450927,2,
450927,3,
450928,1,
450928,2,
450929,1,
450930,1,
450931,1,
450931,2,Distraction/Inattention
450932,1,
450933,1,
450933,2,
450934,1,
450935,1,
450935,2,
450936,1,
450936,2,
450936,3,
450937,1,
450937,2,
450938,1,
450938,2,
450939,1,
450940,1,
450940,2,
450941,1,
450941,2,
450941,3,
450942,1,
450943,1,
450944,1,
450945,1,
450946,1,
450946,2,No Driver Present/Unknown if Driver present
450947,1,
450948,1,
450949,1,
450950,1,
450950,2,
450950,3,
450951,1,
450951,2,
450951,3,
450952,1,
450952,2,
450953,1,
450954,1,
450955,1,
450956,1,
450957,1,
450958,1,
450958,2,
450959,1,
450960,1,
450961,1,
450961,2,
450962,1,
450963,1,
450964,2,
450964,3,
450965,1,
450965,2,
450966,1,
450966,2,
450967,1,
450967,2,
450968,1,
450969,1,
450969,2,
450970,1,
450970,2,
450970,3,
450971,1,
450972,1,
450973,1,
450973,2,
450974,1,
450974,2,
450975,1,
450975,2,
450976,1,
450977,1,
450978,1,
450979,1,
450980,1,
450980,2,
450981,1,
450981,2,
450982,1,
450982,2,
450983,1,
450984,1,
450984,2,
450985,1,
450986,1,
450987,1,
450987,2,
450988,1,
450989,1,
450989,2,
450990,1,
450991,1,
450992,1,
450993,1,
450993,2,
450994,1,
450994,2,
450995,1,
450996,1,
450997,1,
450998,1,
450998,2,
450999,1,
451000,1,
451000,2,
451000,3,
451000,4,
451000,5,
451000,6,
451001,1,
451001,2,
451002,1,
451003,1,
451003,2,
451003,3,
451003,4,
451004,1,
451004,2,
451004,3,
451004,4,
451005,1,
451005,2,
451006,1,
451006,2,
451007,1,
451008,1,
451009,1,
451010,1,
451010,2,
451011,1,
451012,1,
451013,1,No Driver Present/Unknown if Driver present
451014,1,
451015,1,
451016,1,
451017,1,
451018,1,
451019,1,
451019,2,
451020,1,
451021,1,
451021,2,
451022,1,
451022,2,
451023,1,
451024,1,
451024,2,
451025,1,
451026,1,
460001,1,
460002,1,
460003,1,
460003,2,
460004,1,
460005,1,
460006,1,
460007,1,
460008,1,
460008,2,Not Distracted
460009,1,
460010,1,
460011,1,
460011,2,
460011,3,
460012,1,Not Distracted
460012,2,
460013,1,
460014,1,
460014,2,
460015,1,
460015,2,
460016,1,Not Distracted
460017,1,
460017,2,No Driver Present/Unknown if Driver present
460018,1,
460019,1,
460020,1,
460020,2,
460021,1,
460021,2,Other Mobile Phone Related
460022,1,Adjusting Audio Or Climate Controls
460023,1,
460024,1,
460025,1,
460025,2,
460026,1,Not Distracted
460026,2,
460027,1,
460028,1,
460029,1,
460029,2,
460030,1,
460030,2,
460031,1,While Using or Reaching for Device/Object Brought into Vehicle
460031,2,
460032,1,
460033,1,"Distraction (Distracted), Details Unknown"
460033,2,
460033,3,
460034,1,
460034,2,
460035,1,
460036,1,Not Distracted
460037,1,
460037,2,
460038,1,
460039,1,
460040,1,
460041,1,Not Distracted
460041,2,
460042,1,
460042,2,
460043,1,
460044,1,
460044,2,Not Distracted
460045,1,
460045,2,
460046,1,Not Distracted
460047,1,"Distraction (Distracted), Details Unknown"
460047,2,
460048,1,
460049,1,
460050,1,
460051,1,
460051,2,
460052,1,
460052,2,
460053,1,
460053,2,
460054,1,
460054,2,
460054,3,
460055,1,
460055,2,
460055,3,
460056,1,
460057,1,
460058,1,
460059,1,
460060,1,
460061,1,Eating or Drinking
460061,2,
460062,1,
460063,1,
460063,2,
460064,1,
460064,2,Not Distracted
460065,1,
460066,1,
460067,1,
460068,1,
460068,2,
460069,1,
460070,1,
460071,1,
460072,1,
460073,1,
460073,2,
460074,1,
460074,2,
460075,1,
460075,2,
460076,1,
460077,1,
460078,1,
460078,2,
460079,1,
460079,2,Not Distracted
460080,1,
460081,1,
460082,1,
460083,1,
460084,1,
460084,2,
460085,1,
460086,1,
460086,2,
460086,3,
460087,1,
460088,1,
460089,1,
460089,2,Not Distracted
460089,3,Not Distracted
460089,4,
460089,5,
460090,1,
460090,2,
460090,3,
460090,4,
460090,5,
460090,6,
460090,7,
460090,8,
460090,9,
460091,1,
460092,1,Not Distracted
460093,1,
460093,2,
460094,1,
460094,2,
460094,3,
460095,1,
460096,1,
460097,1,
460098,1,
460098,2,
460099,1,
460099,2,
460100,1,
460100,2,
460101,1,
460102,1,
460103,1,
460104,1,
460104,2,Not Distracted
460105,1,
460106,1,
460106,2,
460107,1,
460107,2,
460108,1,
460109,1,
460109,2,Not Distracted
460110,1,
460111,1,
460111,2,
460112,1,
460113,1,
460113,2,
460114,1,
460115,1,"Distracted by Outside Person, Object or Event"
460116,1,
460117,1,
460117,2,
460118,1,
460118,2,
460119,1,
460120,1,
460121,1,
470001,1,Reported as Unknown if Distracted
470002,1,Not Distracted
470002,2,Reported as Unknown if Distracted
470002,3,Not Distracted
470003,1,Reported as Unknown if Distracted
470004,1,Not Distracted
470005,1,Not Distracted
470006,1,Reported as Unknown if Distracted
470006,2,Not Distracted
470007,1,Reported as Unknown if Distracted
470007,2,Reported as Unknown if Distracted
470008,1,Reported as Unknown if Distracted
470009,1,Not Distracted
470009,2,Not Distracted
470010,1,Reported as Unknown if Distracted
470011,1,Reported as Unknown if Distracted
470012,1,Not Distracted
470012,2,Not Distracted
470013,1,Not Distracted
470013,2,Not Distracted
470014,1,No Driver Present/Unknown if Driver present
470014,2,Reported as Unknown if Distracted
470015,1,Reported as Unknown if Distracted
470015,2,Reported as Unknown if Distracted
470016,1,Not Distracted
470017,1,Not Distracted
470018,1,Reported as Unknown if Distracted
470018,2,Not Distracted
470019,1,Reported as Unknown if Distracted
470019,2,Not Distracted
470020,1,Reported as Unknown if Distracted
470021,1,Reported as Unknown if Distracted
470022,1,Reported as Unknown if Distracted
470023,1,Reported as Unknown if Distracted
470023,2,Reported as Unknown if Distracted
470024,1,Reported as Unknown if Distracted
470024,2,Not Distracted
470025,1,Reported as Unknown if Distracted
470026,1,Reported as Unknown if Distracted
470027,1,Not Distracted
470027,2,Not Distracted
470028,1,Reported as Unknown if Distracted
470029,1,Not Distracted
470030,1,Not Distracted
470031,1,Reported as Unknown if Distracted
470032,1,No Driver Present/Unknown if Driver present
470032,2,Not Distracted
470032,3,Not Distracted
470032,4,Not Distracted
470032,5,Not Distracted
470033,1,Reported as Unknown if Distracted
470034,1,Reported as Unknown if Distracted
470034,2,Not Distracted
470035,1,Not Distracted
470036,1,Reported as Unknown if Distracted
470037,1,Reported as Unknown if Distracted
470038,1,Not Distracted
470039,1,
470040,1,Not Distracted
470040,2,Not Distracted
470041,1,Not Distracted
470041,2,Not Distracted
470042,1,Not Distracted
470043,1,Not Distracted
470044,1,Reported as Unknown if Distracted
470044,2,Not Distracted
470045,1,Reported as Unknown if Distracted
470046,1,Reported as Unknown if Distracted
470047,1,Reported as Unknown if Distracted
470048,1,Not Distracted
470049,1,Reported as Unknown if Distracted
470050,1,Not Distracted
470050,2,Reported as Unknown if Distracted
470051,1,Not Distracted
470052,1,Not Distracted
470053,1,Reported as Unknown if Distracted
470053,2,Not Distracted
470054,1,Reported as Unknown if Distracted
470055,1,
470056,1,"Inattention (Inattentive), Details Unknown"
470057,1,Not Distracted
470057,2,Not Distracted
470057,3,Not Distracted
470059,1,Reported as Unknown if Distracted
470059,2,Not Distracted
470060,1,Reported as Unknown if Distracted
470060,2,Not Distracted
470060,3,Reported as Unknown if Distracted
470060,4,Reported as Unknown if Distracted
470061,1,Reported as Unknown if Distracted
470062,1,Reported as Unknown if Distracted
470063,1,Not Distracted
470064,1,Reported as Unknown if Distracted
470065,1,
470065,2,Not Distracted
470065,3,Not Distracted
470066,2,Reported as Unknown if Distracted
470067,1,Reported as Unknown if Distracted
470067,2,Not Distracted
470067,3,Not Distracted
470068,1,Reported as Unknown if Distracted
470069,1,Reported as Unknown if Distracted
470070,1,Reported as Unknown if Distracted
470071,1,Not Distracted
470071,2,Not Distracted
470073,1,Not Distracted
470074,1,Not Distracted
470074,2,Not Distracted
470075,1,Reported as Unknown if Distracted
470075,2,Not Distracted
470076,1,Reported as Unknown if Distracted
470076,2,
470077,1,Reported as Unknown if Distracted
470077,2,Reported as Unknown if Distracted
470078,1,Reported as Unknown if Distracted
470079,1,Reported as Unknown if Distracted
470080,1,Reported as Unknown if Distracted
470081,1,Not Distracted
470081,2,Not Distracted
470082,1,Not Distracted
470083,1,Not Distracted
470084,1,Reported as Unknown if Distracted
470085,1,Not Distracted
470086,1,Reported as Unknown if Distracted
470088,1,Reported as Unknown if Distracted
470089,1,Reported as Unknown if Distracted
470090,1,Reported as Unknown if Distracted
470091,1,Reported as Unknown if Distracted
470092,1,Not Distracted
470093,1,Not Distracted
470094,1,Not Distracted
470094,2,Not Distracted
470095,1,Reported as Unknown if Distracted
470096,1,Not Distracted
470096,2,Not Distracted
470096,3,Not Distracted
470096,4,No Driver Present/Unknown if Driver present
470097,1,Reported as Unknown if Distracted
470097,2,While Using or Reaching for Device/Object Brought into Vehicle
470098,1,Reported as Unknown if Distracted
470099,1,Reported as Unknown if Distracted
470100,1,"Inattention (Inattentive), Details Unknown"
470100,2,Reported as Unknown if Distracted
470100,3,
470101,1,Reported as Unknown if Distracted
470102,1,Reported as Unknown if Distracted
470103,1,Not Distracted
470103,2,Reported as Unknown if Distracted
470104,1,"Inattention (Inattentive), Details Unknown"
470105,1,Not Distracted
470105,2,Not Distracted
470106,1,Not Distracted
