ST_CASE,VEH_NO,VIOLATION
320180,1,
320180,2,
320181,1,"Hit-and-run, fail to stop after crash"
320181,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320182,1,"Unsafe reckless (not willful, wanton reckless) driving"
320184,1,
320184,2,None
320185,1,
320185,2,None
320186,1,
320186,2,
320187,1,None
320188,1,None
320189,1,"Inattentive, careless, improper driving, driving without due care"
320189,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320189,2,
320189,3,
320190,1,
320191,1,
320192,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320192,1,"Lane violations, generally"
320193,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320193,1,"Turn, yield, signaling violations generally"
320194,1,
320195,1,
320195,2,None
320196,1,
320197,1,
320198,1,None
320199,1,
320199,2,
320200,1,None
320201,1,"Hit-and-run, fail to stop after crash"
320202,1,None
320202,2,Speeding (above the speed limit)
320202,2,Other driver license violations
320203,1,Fail to yield generally
320203,2,
320204,1,
320205,1,
320206,1,
320207,1,
320208,1,
320208,2,
320209,1,
320210,1,
320210,2,
320211,1,"Unsafe reckless (not willful, wanton reckless) driving"
320211,2,
320212,1,Speeding (above the speed limit)
320212,2,None
320213,1,
320213,2,
320214,1,
320214,2,
320214,3,
320215,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320216,1,
320216,2,None
320217,1,"Speed related violations, generally"
320217,1,"Lane violations, generally"
320218,1,Fail to yield generally
320218,2,None
320219,1,Manslaughter or homicide
320219,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320220,1,
320221,1,
320222,1,None
320223,1,
320224,1,
320225,1,
320226,1,None
320227,1,
320227,2,None
320228,1,
320228,2,None
320229,1,
320229,2,None
320230,1,None
320231,1,Manslaughter or homicide
320231,1,"Improper method & position of turn (too wide, wrong lane)"
320231,2,None
320232,1,
320232,2,
320233,1,
320234,1,Fail to yield generally
320234,2,None
320235,1,Fail to yield generally
320235,2,None
320236,1,
320237,1,
320238,1,Fail to yield generally
320239,1,"Unsafe reckless (not willful, wanton reckless) driving"
320239,1,Fail to yield generally
320239,2,None
320240,1,Willful reckless driving; driving to endanger; negligent driving
320240,2,None
320240,3,None
320241,1,
320241,2,None
320242,1,Manslaughter or homicide
320242,1,Fail to yield generally
320242,2,None
320243,1,
320243,2,None
320244,1,
320244,2,None
320245,1,"Lane violations, generally"
320246,1,None
320247,1,Fail to yield generally
320248,1,None
320249,1,
320250,1,
320251,1,None
320252,1,None
320253,1,Unsafe or prohibited lane change
320253,2,None
320253,3,None
320254,1,
320254,2,
320255,1,
320256,1,
320256,2,
320257,1,
320257,2,
320258,1,"Hit-and-run, fail to stop after crash"
320258,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320258,1,Speeding (above the speed limit)
320258,1,Other driver license violations
320258,2,None
320258,3,None
320259,1,Fail to stop for red signal
320259,2,None
320259,3,None
320260,1,"Unsafe reckless (not willful, wanton reckless) driving"
320260,2,None
320261,1,None
320261,2,None
320262,1,"Inattentive, careless, improper driving, driving without due care"
320262,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320262,2,
320262,3,None
320262,4,None
320263,1,
320263,2,None
320264,1,None
320265,1,None
320266,1,
320267,1,
320268,1,
320268,2,None
320269,1,"Unsafe reckless (not willful, wanton reckless) driving"
320269,1,"Fail to give aid, info., wait for police after crash"
320269,2,None
320269,3,None
320269,4,None
320269,5,None
320269,6,None
320269,7,None
320269,8,None
320269,9,None
320269,10,None
320269,11,None
320270,1,None
320271,1,None
320272,1,None
320272,2,None
320273,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320273,1,"Lane violations, generally"
320274,1,"Hit-and-run, fail to stop after crash"
320274,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320275,1,None
320276,1,"Unsafe reckless (not willful, wanton reckless) driving"
320276,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320277,1,None
320278,1,
320278,2,None
320279,1,
320279,2,None
320279,3,None
320280,1,
320281,1,None
320282,1,
320282,2,None
320282,3,None
320283,1,
320284,1,"Hit-and-run, fail to stop after crash"
320285,1,None
320286,1,"Lane violations, generally"
320286,2,None
320286,3,None
320288,1,Fail to stop for red signal
320288,2,None
320289,1,
320290,1,None
320291,1,None
320291,2,None
320291,3,None
320292,1,None
320293,1,
320294,1,None
320294,2,None
320294,3,None
320295,1,Fail to yield generally
320296,1,"Fail to give aid, info., wait for police after crash"
320296,2,None
320297,1,None
320297,2,None
320298,1,"Unsafe reckless (not willful, wanton reckless) driving"
320299,1,None
320300,1,
320300,2,None
320301,1,None
320302,1,
320302,2,None
320303,1,
320303,2,
320304,1,"Hit-and-run, fail to stop after crash"
320305,1,"Hit-and-run, fail to stop after crash"
320305,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320307,1,Fail to yield generally
320307,2,None
320308,1,"Unsafe reckless (not willful, wanton reckless) driving"
320308,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320309,1,
320310,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320310,1,"Lane violations, generally"
320311,1,Fail to yield generally
320311,2,None
320312,1,Fail to stop for red signal
320312,1,Driving uninsured vehicle
320312,2,None
320312,3,None
320313,1,Fail to yield generally
320314,1,Manslaughter or homicide
320314,1,"Size, weight, load violations"
320314,2,None
320315,1,
320316,1,None
320317,1,None
320317,2,None
320317,3,None
320318,1,
320319,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320319,2,None
320319,3,None
320319,4,None
320319,5,None
320319,6,None
320320,1,
320321,1,
320322,1,
320323,1,
320324,1,
320325,1,Manslaughter or homicide
320325,1,"Improper, unsafe passing"
320325,2,None
320325,3,None
320326,1,
320326,2,None
320327,1,"Inattentive, careless, improper driving, driving without due care"
320327,2,None
320328,1,None
320329,1,
320330,1,None
320331,1,
320332,1,"Unsafe reckless (not willful, wanton reckless) driving"
320332,2,None
320333,1,Willful reckless driving; driving to endanger; negligent driving
320333,1,Other driver license violations
320334,1,None
320336,1,None
320336,2,None
320337,1,
320337,2,None
320337,3,None
320337,4,None
320337,5,None
320338,1,None
320339,1,
320339,2,None
320340,1,"Unsafe reckless (not willful, wanton reckless) driving"
320340,2,None
320341,1,
320341,2,
320341,3,None
320341,4,None
320341,5,
320342,1,None
320343,1,
320344,1,None
320345,1,None
320346,1,Fail to yield generally
320347,1,None
320348,1,Manslaughter or homicide
320348,1,"Lane violations, generally"
320348,1,Failure to require restraint use (by self or passengers)
320349,1,"Inattentive, careless, improper driving, driving without due care"
320349,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320349,2,None
320350,1,Manslaughter or homicide
320350,1,"Inattentive, careless, improper driving, driving without due care"
320351,1,
320351,2,None
320352,1,None
320353,1,None
320353,2,None
320354,1,Fail to stop for red signal
320355,1,None
320356,1,None
320357,1,"Unsafe reckless (not willful, wanton reckless) driving"
320357,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320357,2,None
320358,1,None
320359,1,None
320360,1,
320361,1,None
320362,1,Manslaughter or homicide
320363,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320364,1,None
320364,2,None
320365,1,
320366,1,
320366,2,None
320367,1,None
320367,2,None
320368,1,"Hit-and-run, fail to stop after crash"
320368,1,"Fail to give aid, info., wait for police after crash"
320369,1,
320370,1,None
320371,1,None
320371,2,None
320372,1,None
320372,2,None
320373,1,None
320373,2,
320374,1,None
320375,1,None
320376,1,
320377,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320377,1,Fail to yield generally
320377,2,
320378,1,
320378,2,None
320379,1,None
320380,1,Manslaughter or homicide
320380,1,"Improper method & position of turn (too wide, wrong lane)"
320380,2,None
320381,1,None
320382,1,None
320383,1,"Lane violations, generally"
320384,1,None
320384,2,None
320385,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
320386,1,None
320387,1,None
320388,1,None
320389,1,None
330002,1,Manslaughter or homicide
330002,1,Willful reckless driving; driving to endanger; negligent driving
330002,1,Non-moving violations generally
330003,1,
330003,2,
330004,1,
330004,2,
330005,1,
330005,2,Driving while license withdrawn
330005,3,
330006,1,
330007,1,
330007,2,
330008,1,
330009,1,
330010,1,
330010,2,
330011,1,
330011,2,
330012,1,
330012,2,
330013,1,
330014,1,
330015,1,
330015,2,
330016,1,
330017,1,
330018,1,
330019,1,Willful reckless driving; driving to endanger; negligent driving
330019,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
330020,1,
330021,1,
330022,1,
330023,1,
330024,1,
330025,1,
330026,1,
330026,2,
330027,1,
330027,2,
330028,1,
330029,1,
330029,2,Other driver license violations
330030,1,
330031,1,
330031,2,
330032,1,
330033,1,
330034,1,"Alcohol, drug, or impairment violations generally"
330034,1,"Speed related violations, generally"
330034,2,None
330035,1,
330036,1,
330036,2,Driving while license withdrawn
330036,3,
330037,1,
330038,1,
330039,1,
330040,1,
330041,1,
330042,1,
330043,1,
330044,1,
330045,1,
330045,2,
330045,3,
330046,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
330046,2,
330047,1,
330048,1,
330048,2,
330049,1,
330049,2,
330050,1,
330051,1,
330052,1,
330052,2,
330053,1,
330054,1,
330054,2,
330055,1,Fail to yield generally
330056,1,
330057,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
330058,1,
330059,1,
330060,1,
330061,1,
330061,2,
330062,1,
330063,1,
330063,2,
330064,1,
330064,2,
330065,1,
330065,2,
330066,1,
330067,1,
330068,1,
330068,2,
330069,1,
330069,2,
330069,3,
330070,1,
330070,2,
330070,3,
330070,4,
330070,5,
330071,1,
330071,2,
330072,1,
330072,2,
330073,1,
330074,1,
330075,1,
330075,2,
330075,3,
330076,1,
330077,1,
330078,1,
330079,1,
330079,2,
330080,1,
330081,1,
330082,1,
330082,2,
330083,1,
330083,2,
330084,1,
330084,2,
330085,1,
330085,2,
330085,3,
330086,1,
330086,2,
330087,1,
330088,1,
330088,2,
330089,1,
330090,1,
330091,1,
330091,2,
330092,1,
330093,1,
330093,2,
330094,1,
330094,2,
330095,1,
330095,2,
330096,1,
330096,2,
330097,1,
330097,2,
330098,1,
330098,2,
330099,1,
330100,1,
330101,1,
330101,2,
330102,1,
330103,1,
330104,1,
330105,1,
330106,1,
330107,1,
330107,2,
330108,1,
330109,1,
330110,1,
330111,1,Fail to yield generally
330112,1,
330112,2,
330113,1,
330114,1,
330115,1,
330116,1,
330117,1,
330118,1,
330118,2,
330118,3,
330119,1,
330120,1,
330121,1,"Speed related violations, generally"
330122,1,
330122,2,
330123,1,
330123,2,
330123,3,
330123,4,
330124,1,
330125,1,
330125,2,
330126,1,
330126,2,
330127,1,
330128,1,
330129,1,
330129,2,
330130,1,
330131,1,
330132,1,
330133,1,
330134,1,
330135,1,
330135,2,
330136,1,
330136,2,
330137,1,
330137,2,
330138,1,
330138,2,
340001,1,None
340002,1,"Unsafe reckless (not willful, wanton reckless) driving"
340002,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340002,1,Illegal possession of alcohol or drugs
340002,1,"Alcohol, drug, or impairment violations generally"
340003,1,None
340004,1,Willful reckless driving; driving to endanger; negligent driving
340004,1,"Inattentive, careless, improper driving, driving without due care"
340004,1,Racing
340004,1,"Improper, unsafe passing"
340004,1,"Lane violations, generally"
340005,1,Speeding (above the speed limit)
340006,1,None
340006,2,None
340007,1,None
340007,2,None
340008,1,None
340009,1,None
340010,1,"Inattentive, careless, improper driving, driving without due care"
340011,1,"Inattentive, careless, improper driving, driving without due care"
340011,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340011,1,Illegal possession of alcohol or drugs
340011,1,"Lane violations, generally"
340011,1,Failure to require restraint use (by self or passengers)
340012,1,None
340013,1,Fail to yield generally
340014,1,"Hit-and-run, fail to stop after crash"
340014,1,"Fail to give aid, info., wait for police after crash"
340015,1,"Inattentive, careless, improper driving, driving without due care"
340016,1,"Unsafe reckless (not willful, wanton reckless) driving"
340016,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340016,1,Speeding (above the speed limit)
340016,1,Vehicle registration violations
340016,2,None
340016,3,None
340017,1,None
340017,2,None
340018,1,"Unsafe reckless (not willful, wanton reckless) driving"
340018,1,Fail to yield generally
340018,1,Driving while license withdrawn
340019,1,"Unsafe reckless (not willful, wanton reckless) driving"
340019,1,"Inattentive, careless, improper driving, driving without due care"
340019,1,"Hit-and-run, fail to stop after crash"
340019,1,Other driver license violations
340019,1,Vehicle registration violations
340019,1,"Other moving violation (coasting, backing, opening door)"
340020,1,None
340020,2,None
340021,1,None
340022,1,None
340022,2,None
340023,1,None
340023,2,None
340024,1,Fail to obey traffic control device
340025,1,None
340025,2,None
340026,1,None
340026,2,None
340027,1,None
340028,1,None
340029,1,None
340030,1,None
340031,1,None
340031,2,None
340032,1,"Inattentive, careless, improper driving, driving without due care"
340032,1,Fail to obey stop sign
340032,1,Fail to yield generally
340032,1,Vehicle registration violations
340033,1,None
340033,2,None
340033,3,None
340034,1,None
340035,1,None
340035,2,None
340036,1,None
340036,2,None
340037,1,None
340037,2,None
340037,3,None
340038,1,None
340038,2,None
340039,1,None
340039,2,None
340040,1,"Improper method & position of turn (too wide, wrong lane)"
340040,2,None
340041,1,None
340041,2,None
340042,1,"Unsafe reckless (not willful, wanton reckless) driving"
340042,1,Speeding (above the speed limit)
340042,2,None
340043,1,None
340043,2,None
340044,1,None
340044,2,None
340044,3,None
340045,1,None
340046,1,"Unsafe reckless (not willful, wanton reckless) driving"
340046,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340046,1,Illegal possession of alcohol or drugs
340046,1,"Wrong side, passing, following violations, generally"
340046,1,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
340046,1,"Lane violations, generally"
340046,1,Failure to require restraint use (by self or passengers)
340046,2,None
340047,1,"Lane violations, generally"
340048,1,None
340048,2,None
340048,3,None
340048,4,None
340049,1,None
340049,2,None
340049,3,None
340049,4,None
340049,5,None
340049,6,None
340049,7,None
340049,8,None
340049,9,None
340050,1,"Hit-and-run, fail to stop after crash"
340050,1,"Fail to give aid, info., wait for police after crash"
340051,1,None
340052,1,"Unsafe reckless (not willful, wanton reckless) driving"
340052,1,"Inattentive, careless, improper driving, driving without due care"
340052,1,"Hit-and-run, fail to stop after crash"
340052,1,"Fail to give aid, info., wait for police after crash"
340052,1,Other driver license violations
340052,1,
340053,1,None
340054,1,None
340054,2,None
340055,1,None
340055,2,"Unsafe reckless (not willful, wanton reckless) driving"
340055,2,"Inattentive, careless, improper driving, driving without due care"
340055,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340055,2,Illegal possession of alcohol or drugs
340055,2,Speeding (above the speed limit)
340055,2,Fail to stop for red signal
340055,2,Vehicle registration violations
340055,2,Equipment violations generally
340055,2,"Other moving violation (coasting, backing, opening door)"
340055,3,None
340056,1,Failure to require restraint use (by self or passengers)
340056,1,"Unsafe reckless (not willful, wanton reckless) driving"
340056,1,"Inattentive, careless, improper driving, driving without due care"
340056,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340056,1,Speeding (above the speed limit)
340056,1,"Lane violations, generally"
340056,2,None
340056,3,None
340056,4,None
340056,5,None
340057,1,None
340058,1,Driving uninsured vehicle
340058,2,None
340059,1,"Inattentive, careless, improper driving, driving without due care"
340059,1,Fail to yield generally
340060,1,None
340061,1,"Hit-and-run, fail to stop after crash"
340061,1,"Fail to give aid, info., wait for police after crash"
340062,1,None
340062,2,None
340063,1,None
340064,1,None
340065,1,None
340066,1,None
340067,1,None
340068,2,None
340069,1,None
340070,1,None
340070,2,None
340071,1,None
340072,1,None
340072,2,None
340072,3,None
340073,1,None
340074,1,None
340075,1,None
340076,1,None
340076,2,None
340077,1,None
340077,2,"Improper method & position of turn (too wide, wrong lane)"
340078,1,None
340079,1,None
340079,2,None
340080,1,None
340081,1,None
340082,1,"Unsafe reckless (not willful, wanton reckless) driving"
340082,1,"Inattentive, careless, improper driving, driving without due care"
340082,1,"Lane violations, generally"
340082,1,"Other moving violation (coasting, backing, opening door)"
340082,2,None
340083,1,None
340083,2,Other driver license violations
340083,2,Vehicle registration violations
340083,2,Driving uninsured vehicle
340083,2,Non-moving violations generally
340084,1,None
340084,2,None
340084,3,None
340084,4,None
340085,1,None
340086,1,None
340086,2,"Improper, unsafe passing"
340086,2,Unsafe or prohibited lane change
340086,2,"Lane violations, generally"
340086,2,Other driver license violations
340087,1,None
340087,2,None
340088,1,None
340089,1,"Hit-and-run, fail to stop after crash"
340089,1,"Fail to give aid, info., wait for police after crash"
340089,1,"Improper, unsafe passing"
340089,2,None
340089,3,None
340089,4,None
340090,1,None
340090,2,None
340091,1,None
340092,1,"Unsafe reckless (not willful, wanton reckless) driving"
340092,1,"Inattentive, careless, improper driving, driving without due care"
340092,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340092,1,Driving while license withdrawn
340093,1,None
340094,1,None
340095,1,None
340096,1,None
340097,1,None
340098,1,Vehicle registration violations
340099,1,None
340099,2,None
340100,1,None
340100,2,None
340101,1,None
340101,2,None
340102,1,
340102,2,None
340103,1,None
340104,1,None
340105,1,None
340106,1,None
340106,2,None
340107,1,None
340107,2,"Inattentive, careless, improper driving, driving without due care"
340107,2,Fail to yield generally
340108,1,None
340108,2,None
340109,1,None
340109,2,None
340110,1,None
340110,2,None
340111,1,None
340111,2,None
340112,1,None
340112,2,None
340113,1,None
340114,1,None
340114,2,None
340115,1,None
340116,1,None
340117,1,None
340118,1,None
340118,2,None
340119,1,"Unsafe reckless (not willful, wanton reckless) driving"
340119,1,"Inattentive, careless, improper driving, driving without due care"
340119,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340119,1,Illegal possession of alcohol or drugs
340119,1,"Lane violations, generally"
340119,2,None
340120,1,None
340120,2,None
340121,1,Fail to obey traffic control device
340121,2,None
340122,1,None
340123,1,"Unsafe reckless (not willful, wanton reckless) driving"
340123,1,"Inattentive, careless, improper driving, driving without due care"
340123,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340123,1,"Improper, unsafe passing"
340123,1,"Lane violations, generally"
340123,1,Other driver license violations
340123,1,Vehicle registration violations
340123,1,Failure to require restraint use (by self or passengers)
340123,1,"Other moving violation (coasting, backing, opening door)"
340123,1,
340124,1,None
340124,2,None
340125,1,"Other moving violation (coasting, backing, opening door)"
340125,1,
340125,1,Willful reckless driving; driving to endanger; negligent driving
340125,1,"Inattentive, careless, improper driving, driving without due care"
340125,1,Pass on right (drive off pavement to pass)
340125,1,"Lane violations, generally"
340125,1,Failure to require restraint use (by self or passengers)
340125,2,None
340126,1,None
340126,2,"Inattentive, careless, improper driving, driving without due care"
340126,2,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340127,1,None
340127,2,None
340128,1,"Inattentive, careless, improper driving, driving without due care"
340128,2,None
340128,3,Other driver license violations
340129,1,None
340129,2,None
340130,1,None
340131,1,None
340131,2,None
340131,3,Other driver license violations
340131,3,"Other moving violation (coasting, backing, opening door)"
340131,4,None
340131,5,None
340132,1,"Inattentive, careless, improper driving, driving without due care"
340132,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340132,1,Illegal possession of alcohol or drugs
340132,1,"Lane violations, generally"
340132,1,Other driver license violations
340132,1,Failure to require restraint use (by self or passengers)
340132,1,Equipment violations generally
340132,2,None
340133,1,None
340134,1,Fail to yield generally
340135,1,None
340136,1,None
340136,2,None
340136,3,None
340137,1,None
340138,1,"Unsafe reckless (not willful, wanton reckless) driving"
340138,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340138,1,Fail to obey traffic control device
340138,1,"Improper method & position of turn (too wide, wrong lane)"
340138,2,None
340139,1,None
340139,2,None
340139,3,None
340139,4,None
340140,1,None
340140,2,Fail to yield generally
340141,1,None
340141,2,None
340141,3,None
340142,1,None
340143,1,None
340143,2,Fail to yield generally
340144,1,None
340145,1,None
340146,1,None
340146,2,None
340146,3,None
340147,1,None
340148,1,None
340149,1,"Unsafe reckless (not willful, wanton reckless) driving"
340149,1,"Hit-and-run, fail to stop after crash"
340149,1,"Fail to give aid, info., wait for police after crash"
340150,1,None
340150,2,None
340151,1,None
340152,1,None
340153,1,None
340154,1,None
340155,1,None
340156,1,"Unsafe reckless (not willful, wanton reckless) driving"
340156,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340156,1,Fail to yield generally
340156,2,
340156,3,None
340157,1,None
340158,1,"Unsafe reckless (not willful, wanton reckless) driving"
340158,1,Vehicle registration violations
340159,1,None
340161,1,None
340162,1,"Unsafe reckless (not willful, wanton reckless) driving"
340162,1,"Hit-and-run, fail to stop after crash"
340162,1,"Fail to give aid, info., wait for police after crash"
340162,1,Driving while license withdrawn
340162,1,Driving uninsured vehicle
340163,1,"Unsafe reckless (not willful, wanton reckless) driving"
340163,1,"Inattentive, careless, improper driving, driving without due care"
340163,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340163,1,"Lane violations, generally"
340164,1,None
340164,2,None
340165,1,None
340165,2,None
340165,3,None
340166,1,None
340166,2,None
340167,1,None
340168,1,None
340169,1,None
340170,1,None
340171,1,None
340172,1,None
340173,1,None
340174,1,None
340175,1,None
340176,1,None
340177,1,None
340177,2,None
340178,1,None
340179,1,None
340180,1,None
340181,1,None
340182,1,"Unsafe reckless (not willful, wanton reckless) driving"
340182,1,Fail to stop for red signal
340182,2,None
340183,1,None
340184,1,None
340185,1,"Inattentive, careless, improper driving, driving without due care"
340185,1,Fail to yield generally
340185,1,Vehicle registration violations
340185,2,None
340186,1,None
340186,2,None
340187,1,None
340188,1,"Unsafe reckless (not willful, wanton reckless) driving"
340188,1,"Hit-and-run, fail to stop after crash"
340188,1,"Fail to give aid, info., wait for police after crash"
340188,1,Driving while license withdrawn
340189,1,Driving while license withdrawn
340189,1,Other driver license violations
340190,1,None
340191,1,None
340192,1,None
340192,2,None
340193,1,None
340193,2,None
340194,1,"Wrong side, passing, following violations, generally"
340194,1,"Inattentive, careless, improper driving, driving without due care"
340194,2,None
340195,1,None
340196,1,"Inattentive, careless, improper driving, driving without due care"
340196,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340196,1,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
340196,1,"Other moving violation (coasting, backing, opening door)"
340196,1,
340196,1,"Lane violations, generally"
340196,1,Other driver license violations
340196,1,Vehicle registration violations
340196,1,Driving uninsured vehicle
340196,1,Non-moving violations generally
340196,1,Failure to require restraint use (by self or passengers)
340197,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340197,1,Illegal possession of alcohol or drugs
340197,1,"Speed related violations, generally"
340197,1,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
340197,1,"Lane violations, generally"
340197,1,"Other moving violation (coasting, backing, opening door)"
340197,1,"Unsafe reckless (not willful, wanton reckless) driving"
340197,1,"Inattentive, careless, improper driving, driving without due care"
340197,2,None
340198,1,None
340199,1,None
340200,1,"Inattentive, careless, improper driving, driving without due care"
340200,1,Other driver license violations
340200,2,None
340201,1,"Inattentive, careless, improper driving, driving without due care"
340201,1,"Lane violations, generally"
340201,2,None
340201,3,None
340202,1,None
340203,1,None
340203,2,None
340204,1,None
340205,1,None
340206,1,None
340207,1,None
340208,1,None
340209,1,None
340210,1,None
340210,2,None
340211,1,None
340212,1,None
340213,1,"Unsafe reckless (not willful, wanton reckless) driving"
340213,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340213,1,"Lane violations, generally"
340213,1,Driving while license withdrawn
340213,1,Other driver license violations
340214,1,None
340214,2,None
340215,1,None
340216,1,None
340216,2,None
340217,1,
340217,2,None
340217,3,None
340218,1,None
340219,1,None
340220,1,None
340221,1,None
340222,1,None
340222,2,None
340223,1,"Unsafe reckless (not willful, wanton reckless) driving"
340223,1,"Hit-and-run, fail to stop after crash"
340223,1,"Fail to give aid, info., wait for police after crash"
340223,1,"Lane violations, generally"
340223,2,None
340224,1,None
340225,1,None
340225,2,None
340225,3,None
340225,4,None
340225,5,None
340226,1,"Inattentive, careless, improper driving, driving without due care"
340226,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340226,2,None
340226,3,None
340227,1,"Inattentive, careless, improper driving, driving without due care"
340227,1,"Lane violations, generally"
340227,2,None
340228,1,None
340229,1,"Inattentive, careless, improper driving, driving without due care"
340229,2,None
340230,1,None
340230,2,None
340231,1,None
340231,2,None
340232,1,None
340233,1,None
340233,2,None
340233,3,None
340233,4,None
340233,5,None
340234,1,None
340234,2,None
340235,1,None
340235,2,None
340236,1,None
340237,1,None
340237,2,None
340239,1,None
340239,2,None
340240,1,None
340240,2,None
340241,1,None
340242,1,None
340243,1,None
340244,1,None
340245,1,"Hit-and-run, fail to stop after crash"
340245,1,"Fail to give aid, info., wait for police after crash"
340245,1,Other driver license violations
340245,1,"Other moving violation (coasting, backing, opening door)"
340246,1,None
340246,2,None
340247,1,None
340248,1,None
340249,1,"Unsafe reckless (not willful, wanton reckless) driving"
340249,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340249,1,Speeding (above the speed limit)
340249,1,"Other moving violation (coasting, backing, opening door)"
340249,2,None
340250,1,None
340251,1,None
340251,2,None
340252,1,"Inattentive, careless, improper driving, driving without due care"
340252,1,Fail to obey signal generally
340252,2,None
340253,1,None
340253,2,None
340254,1,"Unsafe reckless (not willful, wanton reckless) driving"
340254,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340254,1,Driving while impaired
340254,1,"Commercial driver violations (log book, hours, permits carried)"
340255,1,None
340255,2,None
340255,3,None
340256,1,None
340256,2,None
340257,1,None
340257,2,None
340257,3,None
340258,1,"Inattentive, careless, improper driving, driving without due care"
340258,2,None
340258,3,None
340258,4,None
340259,1,"Unsafe reckless (not willful, wanton reckless) driving"
340259,1,Speeding (above the speed limit)
340259,1,Unsafe or prohibited lane change
340259,1,"Lane violations, generally"
340260,1,None
340260,2,None
340261,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
340262,1,None
340262,2,None
340262,3,None
340262,4,None
340262,5,None
340263,1,None
340264,1,"Other moving violation (coasting, backing, opening door)"
340264,1,"Unsafe reckless (not willful, wanton reckless) driving"
340264,1,"Inattentive, careless, improper driving, driving without due care"
340264,1,"Improper, unsafe passing"
340264,1,"Wrong side, passing, following violations, generally"
340264,1,"Lane violations, generally"
340264,1,Equipment violations generally
340264,2,None
340265,1,None
340266,1,"Inattentive, careless, improper driving, driving without due care"
340266,1,"Lane violations, generally"
340267,1,None
340268,1,None
340269,1,None
340270,1,None
340271,1,"Unsafe reckless (not willful, wanton reckless) driving"
